85	2	but?	let	But let all those who take refuge in you rejoice , Let them always shout for joy , because you defend them .	file://conllu/en/bibl.en_web.PSA.conllu#s85_0	
86	1	also?	let	Let them also who love your name be joyful in you .	file://conllu/en/bibl.en_web.PSA.conllu#s86_0	
87	4	for?	bless	For you will bless the righteous .	file://conllu/en/bibl.en_web.PSA.conllu#s87_0	
88	5	as?	surround	Yahweh , you will surround him with favor as with a shield .	file://conllu/en/bibl.en_web.PSA.conllu#s88_0	
89	15	for?	lyre	For the Chief Musician ; on stringed instruments , upon the eight stringed lyre .	file://conllu/en/bibl.en_web.PSA.conllu#s89_0	
90	2	_	Psalm	A Psalm by David .	file://conllu/en/bibl.en_web.PSA.conllu#s90_0	
91	5	_	rebuke	Yahweh , do n't rebuke me in your anger , neither discipline me in your wrath .	file://conllu/en/bibl.en_web.PSA.conllu#s91_0	
92	1	for?	have	Have mercy on me , Yahweh , for I am faint .	file://conllu/en/bibl.en_web.PSA.conllu#s92_0	
93	3	_	heal	Yahweh , heal me , for my bones are troubled .	file://conllu/en/bibl.en_web.PSA.conllu#s93_0	
94	3	also?	be (be anguish)	My soul is also in great anguish .	file://conllu/en/bibl.en_web.PSA.conllu#s94_0	
95	7	but?	long	But you , Yahweh how long ?	file://conllu/en/bibl.en_web.PSA.conllu#s95_0	
96	1	_	return	Return , Yahweh .	file://conllu/en/bibl.en_web.PSA.conllu#s96_0	
97	1	and?	deliver	Deliver my soul , and save me for your loving kindness ' sake .	file://conllu/en/bibl.en_web.PSA.conllu#s97_0	
98	5	for?	be	For in death there is no memory of you .	file://conllu/en/bibl.en_web.PSA.conllu#s98_0	
99	2	_	Sheol	In Sheol , who shall give you thanks ?	file://conllu/en/bibl.en_web.PSA.conllu#s99_0	
100	2	_	be (be weary)	I am weary with my groaning .	file://conllu/en/bibl.en_web.PSA.conllu#s100_0	
101	2	_	night	Every night I flood my bed .	file://conllu/en/bibl.en_web.PSA.conllu#s101_0	
102	2	_	drench	I drench my couch with my tears .	file://conllu/en/bibl.en_web.PSA.conllu#s102_0	
103	3	because?	waste	My eye wastes away because of grief .	file://conllu/en/bibl.en_web.PSA.conllu#s103_0	
104	2	because?	grow	It grows old because of all my adversaries .	file://conllu/en/bibl.en_web.PSA.conllu#s104_0	
105	1	_	depart	Depart from me , all you workers of iniquity , for Yahweh has heard the voice of my weeping .	file://conllu/en/bibl.en_web.PSA.conllu#s105_0	
106	3	_	hear	Yahweh has heard my supplication .	file://conllu/en/bibl.en_web.PSA.conllu#s106_0	
107	2	_	accept	Yahweh accepts my prayer .	file://conllu/en/bibl.en_web.PSA.conllu#s107_0	
108	6	and?	asham	May all my enemies be ashamed and dismayed .	file://conllu/en/bibl.en_web.PSA.conllu#s108_0	
109	3	_	turn	They shall turn back , they shall be disgraced suddenly .	file://conllu/en/bibl.en_web.PSA.conllu#s109_0	
110	14	_	word	A meditation by David , which he sang to Yahweh , concerning the words of Cush , the Benjamite .	file://conllu/en/bibl.en_web.PSA.conllu#s110_0	
111	7	_	take	Yahweh , my God , I take refuge in you .	file://conllu/en/bibl.en_web.PSA.conllu#s111_0	
112	1	while?	save	Save me from all those who pursue me , and deliver me , lest they tear apart my soul like a lion , ripping it in pieces , while there is none to deliver .	file://conllu/en/bibl.en_web.PSA.conllu#s112_0	
113	49	and?	let	Yahweh , my God , if I have done this , if there is iniquity in my hands , if I have rewarded evil to him who was at peace with me ( yes , if I have delivered him who without cause was my adversary ) , let the enemy pursue my soul , and overtake it ; yes , let him tread my life down to the earth , and lay my glory in the dust .	file://conllu/en/bibl.en_web.PSA.conllu#s113_0	
114	1	_	Selah	Selah .	file://conllu/en/bibl.en_web.PSA.conllu#s114_0	
115	7	_	anger	Arise , Yahweh , in your anger .	file://conllu/en/bibl.en_web.PSA.conllu#s115_0	
116	1	_	lift	Lift up yourself against the rage of my adversaries .	file://conllu/en/bibl.en_web.PSA.conllu#s116_0	
117	1	for?	awake	Awake for me .	file://conllu/en/bibl.en_web.PSA.conllu#s117_0	
118	3	_	command	You have commanded judgment .	file://conllu/en/bibl.en_web.PSA.conllu#s118_0	
119	1	_	let	Let the congregation of the peoples surround you .	file://conllu/en/bibl.en_web.PSA.conllu#s119_0	
120	1	_	rule	Rule over them on high .	file://conllu/en/bibl.en_web.PSA.conllu#s120_0	
121	3	_	judgament	Yahweh administers judgment to the peoples .	file://conllu/en/bibl.en_web.PSA.conllu#s121_0	
122	1	and?	judge	Judge me , Yahweh , according to my righteousness , and to my integrity that is in me .	file://conllu/en/bibl.en_web.PSA.conllu#s122_0	
123	2	but?	let	Oh let the wickedness of the wicked come to an end , but establish the righteous ; their minds and hearts are searched by the righteous God .	file://conllu/en/bibl.en_web.PSA.conllu#s123_0	
124	3	_	be (be God)	My shield is with God , who saves the upright in heart .	file://conllu/en/bibl.en_web.PSA.conllu#s124_0	
125	2	_	be (be judge)	God is a righteous judge , yes , a God who has indignation every day .	file://conllu/en/bibl.en_web.PSA.conllu#s125_0	
126	10	if?	sharpen	If a man does n't relent , he will sharpen his sword ; he has bent and strung his bow .	file://conllu/en/bibl.en_web.PSA.conllu#s126_0	
127	4	also?	prepar	He has also prepared for himself the instruments of death .	file://conllu/en/bibl.en_web.PSA.conllu#s127_0	
128	2	_	make	He makes ready his flaming arrows .	file://conllu/en/bibl.en_web.PSA.conllu#s128_0	
129	4	_	travail	Behold , he travails with iniquity .	file://conllu/en/bibl.en_web.PSA.conllu#s129_0	
130	5	and?	conceive	Yes , he has conceived mischief , and brought forth falsehood .	file://conllu/en/bibl.en_web.PSA.conllu#s130_0	
131	3	and?	dug	He has dug a hole , and has fallen into the pit which he made .	file://conllu/en/bibl.en_web.PSA.conllu#s131_0	
132	6	_	return	The trouble he causes shall return to his own head .	file://conllu/en/bibl.en_web.PSA.conllu#s132_0	
133	4	_	come	His violence shall come down on the crown of his own head .	file://conllu/en/bibl.en_web.PSA.conllu#s133_0	
134	3	and?	give	I will give thanks to Yahweh according to his righteousness , and will sing praise to the name of Yahweh Most High .	file://conllu/en/bibl.en_web.PSA.conllu#s134_0	
135	4	for?	musician	For the Chief Musician ; on an instrument of Gath .	file://conllu/en/bibl.en_web.PSA.conllu#s135_0	
136	2	_	Psalm	A Psalm by David .	file://conllu/en/bibl.en_web.PSA.conllu#s136_0	
137	8	_	be (be name)	Yahweh , our Lord , how majestic is your name in all the earth , who has set your glory above the heavens !	file://conllu/en/bibl.en_web.PSA.conllu#s137_0	
138	10	because?	establish	From the lips of babes and infants you have established strength , because of your adversaries , that you might silence the enemy and the avenger .	file://conllu/en/bibl.en_web.PSA.conllu#s138_0	
139	8	when?	work	When I consider your heavens , the work of your fingers , the moon and the stars , which you have ordained ; what is man , that you think of him ?	file://conllu/en/bibl.en_web.PSA.conllu#s139_0	
140	2	_	be (be what)	What is the son of man , that you care for him ?	file://conllu/en/bibl.en_web.PSA.conllu#s140_0	
141	4	for?	make	For you have made him a little lower than God , and crowned him with glory and honor .	file://conllu/en/bibl.en_web.PSA.conllu#s141_0	
142	2	_	make	You make him ruler over the works of your hands .	file://conllu/en/bibl.en_web.PSA.conllu#s142_0	
143	3	_	put	You have put all things under his feet : All sheep and cattle , yes , and the animals of the field , The birds of the sky , the fish of the sea , and whatever passes through the paths of the seas .	file://conllu/en/bibl.en_web.PSA.conllu#s143_0	
144	8	_	be (be name)	Yahweh , our Lord , how majestic is your name in all the earth !	file://conllu/en/bibl.en_web.PSA.conllu#s144_0	
145	4	for?	musician	For the Chief Musician .	file://conllu/en/bibl.en_web.PSA.conllu#s145_0	
146	1	_	set	Set to &quot; The Death of the Son . &quot;	file://conllu/en/bibl.en_web.PSA.conllu#s146_0	
147	2	_	Psalm	A Psalm by David .	file://conllu/en/bibl.en_web.PSA.conllu#s147_0	
148	3	_	give	I will give thanks to Yahweh with my whole heart .	file://conllu/en/bibl.en_web.PSA.conllu#s148_0	
149	3	_	tell	I will tell of all your marvelous works .	file://conllu/en/bibl.en_web.PSA.conllu#s149_0	
150	3	and?	be (be glad)	I will be glad and rejoice in you .	file://conllu/en/bibl.en_web.PSA.conllu#s150_0	
151	3	_	se	I will sing praise to your name , Most High .	file://conllu/en/bibl.en_web.PSA.conllu#s151_0	
152	8	when?	stumble	When my enemies turn back , they stumble and perish in your presence .	file://conllu/en/bibl.en_web.PSA.conllu#s152_0	
153	4	for?	maintain	For you have maintained my just cause .	file://conllu/en/bibl.en_web.PSA.conllu#s153_0	
154	2	_	sit	You sit on the throne judging righteously .	file://conllu/en/bibl.en_web.PSA.conllu#s154_0	
155	3	_	rebuk	You have rebuked the nations .	file://conllu/en/bibl.en_web.PSA.conllu#s155_0	
156	3	_	destroy	You have destroyed the wicked .	file://conllu/en/bibl.en_web.PSA.conllu#s156_0	
157	3	and?	blot	You have blotted out their name forever and ever .	file://conllu/en/bibl.en_web.PSA.conllu#s157_0	
158	4	_	overtake	The enemy is overtaken by endless ruin .	file://conllu/en/bibl.en_web.PSA.conllu#s158_0	
159	12	_	perish	The very memory of the cities which you have overthrown has perished .	file://conllu/en/bibl.en_web.PSA.conllu#s159_0	
160	3	but?	reign	But Yahweh reigns forever .	file://conllu/en/bibl.en_web.PSA.conllu#s160_0	
161	3	for?	prepare	He has prepared his throne for judgment .	file://conllu/en/bibl.en_web.PSA.conllu#s161_0	
162	3	_	judge	He will judge the world in righteousness .	file://conllu/en/bibl.en_web.PSA.conllu#s162_0	
163	3	_	administer	He will administer judgment to the peoples in uprightness .	file://conllu/en/bibl.en_web.PSA.conllu#s163_0	
164	4	also?	be (be tower)	Yahweh will also be a high tower for the oppressed ; a high tower in times of trouble .	file://conllu/en/bibl.en_web.PSA.conllu#s164_0	
165	7	for?	put	Those who know your name will put their trust in you , for you , Yahweh , have not forsaken those who seek you .	file://conllu/en/bibl.en_web.PSA.conllu#s165_0	
166	1	and?	S	Sing praises to Yahweh , who dwells in Zion , and declare among the people what he has done .	file://conllu/en/bibl.en_web.PSA.conllu#s166_0	
167	8	for?	.	For he who avenges blood remembers them .	file://conllu/en/bibl.en_web.PSA.conllu#s167_0	
168	4	_	forget	He does n't forget the cry of the afflicted .	file://conllu/en/bibl.en_web.PSA.conllu#s168_0	
169	1	_	have	Have mercy on me , Yahweh .	file://conllu/en/bibl.en_web.PSA.conllu#s169_0	
170	24	_	forth (forth show see)	See my affliction by those who hate me , and lift me up from the gates of death ; that I may show forth all your praise .	file://conllu/en/bibl.en_web.PSA.conllu#s170_0	
171	12	_	rejoice	In the gates of the daughter of Zion , I will rejoice in your salvation .	file://conllu/en/bibl.en_web.PSA.conllu#s171_0	
172	4	_	sunk	The nations have sunk down in the pit that they made .	file://conllu/en/bibl.en_web.PSA.conllu#s172_0	
173	12	_	take	In the net which they hid , their own foot is taken .	file://conllu/en/bibl.en_web.PSA.conllu#s173_0	
174	3	_	make	Yahweh has made himself known .	file://conllu/en/bibl.en_web.PSA.conllu#s174_0	
175	3	_	execute	He has executed judgment .	file://conllu/en/bibl.en_web.PSA.conllu#s175_0	
176	4	_	snar	The wicked is snared by the work of his own hands .	file://conllu/en/bibl.en_web.PSA.conllu#s176_0	
177	1	_	meditation	Meditation .	file://conllu/en/bibl.en_web.PSA.conllu#s177_0	
178	1	_	Selah	Selah .	file://conllu/en/bibl.en_web.PSA.conllu#s178_0	
179	5	_	turn	The wicked shall be turned back to Sheol , even all the nations that forget God .	file://conllu/en/bibl.en_web.PSA.conllu#s179_0	
180	8	nor?	forget	For the needy shall not always be forgotten , nor the hope of the poor perish forever .	file://conllu/en/bibl.en_web.PSA.conllu#s180_0	
181	1	_	Arise	Arise , Yahweh !	file://conllu/en/bibl.en_web.PSA.conllu#s181_0	
182	3	_	let	Do n't let man prevail .	file://conllu/en/bibl.en_web.PSA.conllu#s182_0	
183	1	_	let	Let the nations be judged in your sight .	file://conllu/en/bibl.en_web.PSA.conllu#s183_0	
184	1	_	put	Put them in fear , Yahweh .	file://conllu/en/bibl.en_web.PSA.conllu#s184_0	
185	1	_	let	Let the nations know that they are only men .	file://conllu/en/bibl.en_web.PSA.conllu#s185_0	
186	1	_	Selah	Selah .	file://conllu/en/bibl.en_web.PSA.conllu#s186_0	
187	4	_	stand	Why do you stand far off , Yahweh ?	file://conllu/en/bibl.en_web.PSA.conllu#s187_0	
188	4	_	hide	Why do you hide yourself in times of trouble ?	file://conllu/en/bibl.en_web.PSA.conllu#s188_0	
189	6	_	hunt	In arrogance , the wicked hunt down the weak .	file://conllu/en/bibl.en_web.PSA.conllu#s189_0	
190	3	_	catch	They are caught in the schemes that they devise .	file://conllu/en/bibl.en_web.PSA.conllu#s190_0	
191	4	for?	boast	For the wicked boasts of his heart 's cravings .	file://conllu/en/bibl.en_web.PSA.conllu#s191_0	
192	2	and?	bless (bless greedy)	He blesses the greedy , and condemns Yahweh .	file://conllu/en/bibl.en_web.PSA.conllu#s192_0	
193	2	_	wick	The wicked , in the pride of his face , has no room in his thoughts for God .	file://conllu/en/bibl.en_web.PSA.conllu#s193_0	
194	3	_	be (be prosperous)	His ways are prosperous at all times .	file://conllu/en/bibl.en_web.PSA.conllu#s194_0	
195	2	and?	be (be haughty)	He is haughty , and your laws are far from his sight .	file://conllu/en/bibl.en_web.PSA.conllu#s195_0	
196	8	for?	sneer	As for all his adversaries , he sneers at them .	file://conllu/en/bibl.en_web.PSA.conllu#s196_0	
197	2	_	say	He says in his heart , &quot; I shall not be shaken .	file://conllu/en/bibl.en_web.PSA.conllu#s197_0	
198	2	for?	generation	For generations	file://conllu/en/bibl.en_web.PSA.conllu#s198_0	
199	3	_	have	I shall have no trouble . &quot;	file://conllu/en/bibl.en_web.PSA.conllu#s199_0	
200	3	_	be (be full)	His mouth is full of cursing , deceit , and oppression .	file://conllu/en/bibl.en_web.PSA.conllu#s200_0	
201	4	and?	be (be mischief)	Under his tongue is mischief and iniquity .	file://conllu/en/bibl.en_web.PSA.conllu#s201_0	
202	2	_	lie	He lies in wait near the villages .	file://conllu/en/bibl.en_web.PSA.conllu#s202_0	
203	5	_	murder	From ambushes , he murders the innocent .	file://conllu/en/bibl.en_web.PSA.conllu#s203_0	
204	5	_	set	His eyes are secretly set against the helpless .	file://conllu/en/bibl.en_web.PSA.conllu#s204_0	
205	2	as?	lurk	He lurks in secret as a lion in his ambush .	file://conllu/en/bibl.en_web.PSA.conllu#s205_0	
206	2	_	lie	He lies in wait to catch the helpless .	file://conllu/en/bibl.en_web.PSA.conllu#s206_0	
207	2	when?	catch (catch helpless)	He catches the helpless , when he draws him in his net .	file://conllu/en/bibl.en_web.PSA.conllu#s207_0	
208	4	_	crush	The helpless are crushed .	file://conllu/en/bibl.en_web.PSA.conllu#s208_0	
209	2	_	collapse	They collapse .	file://conllu/en/bibl.en_web.PSA.conllu#s209_0	
210	2	_	fall	They fall under his strength .	file://conllu/en/bibl.en_web.PSA.conllu#s210_0	
211	2	_	say	He says in his heart , &quot; God has forgotten .	file://conllu/en/bibl.en_web.PSA.conllu#s211_0	
212	2	_	hide	He hides his face .	file://conllu/en/bibl.en_web.PSA.conllu#s212_0	
213	4	_	see	He will never see it . &quot;	file://conllu/en/bibl.en_web.PSA.conllu#s213_0	
214	1	_	Arise	Arise , Yahweh !	file://conllu/en/bibl.en_web.PSA.conllu#s214_0	
215	3	_	lift	God , lift up your hand !	file://conllu/en/bibl.en_web.PSA.conllu#s215_0	
216	3	_	forget	Do n't forget the helpless .	file://conllu/en/bibl.en_web.PSA.conllu#s216_0	
217	10	and?	say	Why does the wicked person condemn God , and say in his heart , &quot; God wo n't call me into account ? &quot;	file://conllu/en/bibl.en_web.PSA.conllu#s217_0	
218	4	but?	see	But you do see trouble and grief .	file://conllu/en/bibl.en_web.PSA.conllu#s218_0	
219	2	_	consider	You consider it to take it into your hand .	file://conllu/en/bibl.en_web.PSA.conllu#s219_0	
220	2	_	help	You help the victim and the fatherless .	file://conllu/en/bibl.en_web.PSA.conllu#s220_0	
221	1	_	break	Break the arm of the wicked .	file://conllu/en/bibl.en_web.PSA.conllu#s221_0	
222	7	until?	seek	As for the evil man , seek out his wickedness until you find none .	file://conllu/en/bibl.en_web.PSA.conllu#s222_0	
223	3	and?	king	Yahweh is King forever and ever !	file://conllu/en/bibl.en_web.PSA.conllu#s223_0	
224	4	_	perish	The nations will perish out of his land .	file://conllu/en/bibl.en_web.PSA.conllu#s224_0	
225	5	_	hear	Yahweh , you have heard the desire of the humble .	file://conllu/en/bibl.en_web.PSA.conllu#s225_0	
226	3	_	prepare	You will prepare their heart .	file://conllu/en/bibl.en_web.PSA.conllu#s226_0	
227	3	_	cause	You will cause your ear to hear , to judge the fatherless and the oppressed , that man who is of the earth may terrify no more .	file://conllu/en/bibl.en_web.PSA.conllu#s227_0	
228	4	for?	musician	For the Chief Musician .	file://conllu/en/bibl.en_web.PSA.conllu#s228_0	
229	2	_	David	By David .	file://conllu/en/bibl.en_web.PSA.conllu#s229_0	
230	5	_	take	In Yahweh , I take refuge .	file://conllu/en/bibl.en_web.PSA.conllu#s230_0	
231	4	_	say	How can you say to my soul , &quot; Flee as a bird to your mountain ! &quot;	file://conllu/en/bibl.en_web.PSA.conllu#s231_0	
232	7	for?	bend	For , behold , the wicked bend their bows .	file://conllu/en/bibl.en_web.PSA.conllu#s232_0	
233	2	_	set	They set their arrows on the strings , that they may shoot in darkness at the upright in heart .	file://conllu/en/bibl.en_web.PSA.conllu#s233_0	
234	11	_	do	If the foundations are destroyed , what can the righteous do ?	file://conllu/en/bibl.en_web.PSA.conllu#s234_0	
235	2	_	be (be temple)	Yahweh is in his holy temple .	file://conllu/en/bibl.en_web.PSA.conllu#s235_0	
236	2	_	be (be throne)	Yahweh is on his throne in heaven .	file://conllu/en/bibl.en_web.PSA.conllu#s236_0	
