# text = The book of the genealogy of Jesus Christ, the son of David, the son of Abraham.
The				
father	other	def-np.poss	?OLD	
of				
King				
David	other_2	ne	?OLD	
.			

# text = David became the father of Solomon by her who had been the wife of Uriah.
David	SBJ	ne	?OLD	
became				
the				
father	OBJ	def-np.poss	?OLD	
of				
Solomon	other_2	ne	?OLD	
by				
her	other_2	pron.pper	?OLD	
who	SBJ_4			
had				
been				
the				
wife	other_3	def-np.poss	?OLD	
of				
Uriah	other_4	ne	?OLD	
.			

# text = Solomon became the father of Rehoboam.
Solomon	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Rehoboam	other_2	ne	?OLD	
.			

# text = Rehoboam became the father of Abijah.
Rehoboam	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Abijah	other_2	ne	?OLD	
.			

# text = Abijah became the father of Asa.
Abijah	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Asa	other_2	ne	?OLD	
.			

# text = Asa became the father of Jehoshaphat.
Asa	SBJ	ne	?OLD	
became				
the				
father	OBJ	def-np.poss	?OLD	
of				
Jehoshaphat	other_2	pron.pds	?OLD	
.			

# text = Jehoshaphat became the father of Joram.
Jehoshaphat	SBJ	pron.pint		
became				
the				
father	OBJ	def-np.poss	?OLD	
of				
Joram	other_2	ne	?OLD	
.			

# text = Joram became the father of Uzziah.
Joram	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Uzziah	other_2	ne	?OLD	
.			

# text = Uzziah became the father of Jotham.
Uzziah	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Jotham	other_2	ne	?OLD	
.			

# text = Jotham became the father of Ahaz.
Jotham	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Ahaz	other_2	ne	?OLD	
.			

# text = Ahaz became the father of Hezekiah.
Ahaz	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Hezekiah	other_2	ne	?OLD	
.			

# text = Hezekiah became the father of Manasseh.
Hezekiah	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Manasseh	other_2	ne	?OLD	
.			

# text = Manasseh became the father of Amon.
Manasseh	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Amon	other_2	ne	?OLD	
.			

# text = Amon became the father of Josiah.
Amon	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Josiah	other_2	ne	?OLD	
.			

# text = Josiah became the father of Jechoniah and his brothers, at the time of the exile to Babylon.
Josiah	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Jechoniah	other_2	ne	?OLD	
and				
his	other_4	pron.ppos	?OLD	
brothers	other_3	def-np.poss	?OLD	
,				
at				
the				
time	other_2	def-np.the	?OLD	
of				
the				
exile	other_3	def-np.the	?OLD	
to				
Babylon	other_4	ne	?OLD	
.			

# text = After the exile to Babylon, Jechoniah became the father of Shealtiel.
After				
the				
exile	other	def-np.the	?OLD	
to				
Babylon	other_2	ne	?OLD	
,				
Jechoniah	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Shealtiel	other_2	ne	?OLD	
.			

# text = Shealtiel became the father of Zerubbabel.
Shealtiel	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Zerubbabel	other_2	ne	?OLD	
.			

# text = Zerubbabel became the father of Abiud.
Zerubbabel	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Abiud	other_2	ne	?OLD	
.			

# text = Abiud became the father of Eliakim.
Abiud	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Eliakim	other_2	ne	?OLD	
.			

# text = Eliakim became the father of Azor.
Eliakim	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Azor	other_2	ne	?OLD	
.			

# text = Azor became the father of Sadoc.
Azor	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Sadoc	other_2	ne	?OLD	
.			

# text = Sadoc became the father of Achim.
Sadoc	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Achim	other_2	ne	?OLD	
.			

# text = Achim became the father of Eliud.
Achim	SBJ	pron.pper	?OLD	
became				
the				
father	OBJ	def-np.poss	?OLD	
of				
Eliud	other_2	ne	?OLD	
.			

# text = Eliud became the father of Eleazar.
Eliud	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Eleazar	other_2	ne	?OLD	
.			

# text = Eleazar became the father of Matthan.
Eleazar	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Matthan	other_2	ne	?OLD	
.			

# text = Matthan became the father of Jacob.
Matthan	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Jacob	other_2	ne	?OLD	
.			

# text = Jacob became the father of Joseph, the husband of Mary, from whom was born Jesus, who is called Christ.
Jacob	SBJ	ne	?OLD	
became				
the				
father	other	def-np.poss	?OLD	
of				
Joseph	other_2	ne	?OLD	
,				
the				
husband	SBJ_3	def-np.poss	?OLD	
of				
Mary	other_4	ne	?OLD	
,				
from				
whom	other_4	pron.pint		
was				
born				
Jesus	other_3	ne	?OLD	
,				
who	SBJ_5			
is				
called				
Christ	other_5	ne	?OLD	
.			

# text = So all the generations from Abraham to David are fourteen generations; from David to the exile to Babylon fourteen generations; and from the carrying away to Babylon to the Christ, fourteen generations.
So				
all				
the				
generations	SBJ	def-np.the	?OLD	
from				
Abraham	other_2	ne	?OLD	
to				
David	other_2	ne	?OLD	
are				
fourteen				
generations	other	indef-np.bare		
;				
from				
David	other	ne	?OLD	
to				
the				
exile	other	def-np.the	?OLD	
to				
Babylon				
fourteen				
generations	other_2	indef-np.bare		
;				
and				
from				
the				
carrying				
away				
to				
Babylon	other_4	ne	?OLD	
to				
the				
Christ	other_4	ne	?OLD	
,				
fourteen				
generations	other	def-np.the	?OLD	
.			

# text = Now the birth of Jesus Christ was like this; for after his mother, Mary, was engaged to Joseph, before they came together, she was found pregnant by the Holy Spirit.
Now				
the				
birth	SBJ	def-np.poss	?OLD	
of				
Jesus	other_2	ne	?OLD	
Christ				
was				
like				
this	other	pron.pds	?OLD	
;				
for				
after				
his	other_3	pron.ppos	?OLD	
mother	other_2	def-np.poss	?OLD	
,				
Mary	other_3	ne	?OLD	
,				
was				
engaged				
to				
Joseph	other_2	ne	?OLD	
,				
before				
they	SBJ_4	pron.pper	?OLD	
came				
together				
,				
she	SBJ_3	pron.pper	?OLD	
was				
found				
pregnant				
by				
the				
Holy				
Spirit	other_4	ne	?OLD	
.			

# text = Joseph, her husband, being a righteous man, and not willing to make her a public example, intended to put her away secretly.
Joseph	other	ne	?OLD	
,				
her	other_2	pron.ppos	?OLD	
husband	SBJ	def-np.poss	?OLD	
,				
being				
a				
righteous				
man	other	indef-np.a		
,				
and				
not				
willing				
to				
make				
her	OBJ_3	pron.pper	?OLD	
a				
public				
example	OBJ_3	indef-np.a		
,				
intended				
to				
put				
her	OBJ_3	pron.pper	?OLD	
away				
secretly				
.			

--
# text = But when he thought about these things, behold, an angel of the Lord appeared to him in a dream, saying, "Joseph, son of David, don't be afraid to take to yourself Mary, your wife, for that which is conceived in her is of the Holy Spirit.
But				
when				
he	SBJ_2	pron.pper	?OLD	
thought				
about				
these				
things	other_2	def-np.dem	?OLD	
,				
behold				
,				
an				
angel	SBJ	def-np.poss	?OLD	
of				
the				
Lord	other_2	ne	?OLD	
appeared				
to				
him	other	pron.pper	?OLD	
in				
a				
dream	other	indef-np.a		
,				
saying				
,				
&quot;				
Joseph	OBJ_2	ne	?OLD	
,				
son	other_3	def-np.poss	?OLD	
of				
David	other_4	ne	?OLD	
,				
do				
n't				
be				
afraid				
to				
take				
to				
yourself				
Mary	OBJ_4	ne	?OLD	
,				
your	other_6	pron.ppos	?OLD	
wife	other_5	def-np.poss	?OLD	
,				
for				
that				
which	SBJ_6	pron.pint		
is				
conceived				
in				
her	other_6	pron.pper	?OLD	
is				
of				
the				
Holy				
Spirit	other_6	ne	?OLD	
.			

# text = She shall bring forth a son.
She	SBJ	pron.pper	?OLD	
shall				
bring				
forth				
a				
son	OBJ	indef-np.a		
.			

--
# text = You shall call his name Jesus, for it is he who shall save his people from their sins.\"
You	SBJ	pron.pper	?OLD	
shall				
call				
his	other_2	pron.ppos	?OLD	
name	OBJ	def-np.poss	?OLD	
Jesus	OBJ	ne	?OLD	
,				
for				
it	SBJ_2	pron.pper	?OLD	
is				
he	other	pron.pper	?OLD	
who	SBJ_3			
shall				
save				
his	other_4	pron.ppos	?OLD	
people	OBJ_3	def-np.poss	?OLD	
from				
their	other_4	pron.ppos	?OLD	
sins	other_3	def-np.poss	?OLD	
.				
&quot;			

--
# text = Now all this has happened, that it might be fulfilled which was spoken by the Lord through the prophet, saying, "Behold, the virgin shall be with child, and shall bring forth a son.
Now				
all				
this	SBJ	pron.pds	?OLD	
has				
happened				
,				
that				
it	SBJ_2	pron.pper	?OLD	
might				
be				
fulfilled				
which	SBJ_3			
was				
spoken				
by				
the				
Lord	other_3	ne	?OLD	
through				
the				
prophet	other_3	def-np.the	?OLD	
,				
saying				
,				
&quot;				
Behold				
,				
the				
virgin	SBJ_5	def-np.the	?OLD	
shall				
be				
with				
child	other_4	indef-np.bare		
,				
and				
shall				
bring				
forth				
a				
son	OBJ_6	indef-np.a		
.			

--
# text = They shall call his name Immanuel;\" which is, being interpreted, \"God with us.\"
They	SBJ	pron.pper	?OLD	
shall				
call				
his	other_2	pron.ppos	?OLD	
name	OBJ	def-np.poss	?OLD	
Immanuel	OBJ	ne	?OLD	
;				
&quot;				
which	SBJ_2			
is				
,				
being				
interpreted				
,				
&quot;				
God	other_2	ne	?OLD	
with				
us	other_3	pron.pper	?OLD	
.				
&quot;			

# text = Joseph arose from his sleep, and did as the angel of the Lord commanded him, and took his wife to himself; and didn't know her sexually until she had brought forth her firstborn son.
Joseph	SBJ	ne	?OLD	
arose				
from				
his	other_2	pron.ppos	?OLD	
sleep	other	def-np.poss	?OLD	
,				
and				
did				
as				
the				
angel	other_2	def-np.poss	?OLD	
of				
the				
Lord	other_3	ne	?OLD	
commanded				
him	OBJ_2	pron.pper	?OLD	
,				
and				
took				
his	other_3	pron.ppos	?OLD	
wife	OBJ_2	def-np.poss	?OLD	
to				
himself				
;				
and				
did				
n't				
know				
her	OBJ_2	pron.pper	?OLD	
sexually				
until				
she	SBJ_3	pron.pper	?OLD	
had				
brought				
forth				
her	other_4	pron.ppos	?OLD	
firstborn				
son	OBJ_3	def-np.poss	?OLD	
.			

# text = He named him Jesus.
He	SBJ	pron.pper	?OLD	
named				
him	OBJ	pron.pper	?OLD	
Jesus	other	ne	?OLD	
.			

--
# text = Now when Jesus was born in Bethlehem of Judea in the days of King Herod, behold, wise men from the east came to Jerusalem, saying, \"Where is he who is born King of the Jews?
Now				
when				
Jesus	SBJ_3	ne	?OLD	
was				
born				
in				
Bethlehem	other_3	ne	?OLD	
of				
Judea	other_4	ne	?OLD	
in				
the				
days	other_3	def-np.poss	?OLD	
of				
King				
Herod	other_4	ne	?OLD	
,				
behold				
,				
wise				
men	SBJ	indef-np.bare		
from				
the				
east	other_2	ne	?OLD	
came				
to				
Jerusalem	other	ne	?OLD	
,				
saying				
,				
&quot;				
Where	other_2	pron.pint		
is				
he	SBJ_3	pron.pper	?OLD	
who	SBJ_5			
is				
born				
King	SBJ_5	ne	?OLD	
of				
the				
Jews	other_6	ne	?OLD	
?			

--
# text = For we saw his star in the east, and have come to worship him."
For				
we	SBJ	pron.pper	?OLD	
saw				
his	other_2	pron.ppos	?OLD	
star	OBJ	def-np.poss	?OLD	
in				
the				
east	other	def-np.the	?OLD	
,				
and				
have				
come				
to				
worship				
him	OBJ_3	pron.pper	?OLD	
.				
&quot;			

# text = When King Herod heard it, he was troubled, and all Jerusalem with him.
When				
King				
Herod	SBJ_2	ne	?OLD	
heard				
it	OBJ_2	pron.pper	?OLD	
,				
he	SBJ	pron.pper	?OLD	
was				
troubled				
,				
and				
all				
Jerusalem	other	indef-np.a		
with				
him	other_2	pron.pper	?OLD	
.			

# text = Gathering together all the chief priests and scribes of the people, he asked them where the Christ would be born.
Gathering				
together				
all				
the				
chief				
priests	OBJ_2	def-np.the	?OLD	
and				
scribes	other_3	indef-np.bare		
of				
the				
people	other_3	def-np.the	?OLD	
,				
he	SBJ	pron.pper	?OLD	
asked				
them	OBJ	pron.pper	?OLD	
where				
the				
Christ	SBJ_3	ne	?OLD	
would				
be				
born				
.			

--
# text = They said to him, "In Bethlehem of Judea, for this is written through the prophet, 'You Bethlehem, land of Judah, are in no way least among the princes of Judah: for out of you shall come forth a governor, who shall shepherd my people, Israel.'"
They	SBJ	pron.pper	?OLD	
said				
to				
him	other	pron.pper	?OLD	
,				
&quot;				
In				
Bethlehem	other_2	ne	?OLD	
of				
Judea	other_3	ne	?OLD	
,				
for				
this	SBJ_2	pron.pds	?OLD	
is				
written				
through				
the				
prophet	other_2	def-np.the	?OLD	
,				
'				
You	SBJ_4	pron.pper	?OLD	
Bethlehem	SBJ_3	ne	?OLD	
,				
land	other_4	def-np.poss	?OLD	
of				
Judah	other_5	ne	?OLD	
,				
are				
in				
no				
way	other_2	def-np.poss	?OLD	
least				
among				
the				
princes	other_5	def-np.poss	?OLD	
of				
Judah	other_6	ne	?OLD	
:				
for				
out				
of				
you	other_3	pron.pper	?OLD	
shall				
come				
forth				
a				
governor	OBJ_4	indef-np.a		
,				
who	SBJ_6			
shall				
shepherd				
my	other_7	pron.ppos	?OLD	
people	OBJ_6	def-np.poss	?OLD	
,				
Israel				
.				
'				
&quot;			

# text = Then Herod secretly called the wise men, and learned from them exactly what time the star appeared.
Then				
Herod	SBJ	ne	?OLD	
secretly				
called				
the				
wise				
men	OBJ	def-np.the	?OLD	
,				
and				
learned				
from				
them	other_2	pron.pper	?OLD	
exactly				
what	other_3	pron.pint		
time	OBJ_2	indef-np		
the				
star	SBJ_4	def-np.the	?OLD	
appeared				
.			

--
# text = He sent them to Bethlehem, and said, \"Go and search diligently for the young child.
He	SBJ	pron.pper	?OLD	
sent				
them	OBJ	pron.pper	?OLD	
to				
Bethlehem	other	ne	?OLD	
,				
and				
said				
,				
&quot;				
Go				
and				
search				
diligently				
for				
the				
young				
child	other_4	def-np.the	?OLD	
.			

--
# text = When you have found him, bring me word, so that I also may come and worship him.\"
When				
you	SBJ_2	pron.pper	?OLD	
have				
found				
him	OBJ_2	pron.pper	?OLD	
,				
bring				
me	other_2	pron.ppos	?OLD	
word	OBJ	def-np.poss	?OLD	
,				
so				
that				
I	SBJ_2	pron.pper	?OLD	
also				
may				
come				
and				
worship				
him	OBJ_3	pron.pper	?OLD	
.				
&quot;			

# text = They, having heard the king, went their way; and behold, the star, which they saw in the east, went before them, until it came and stood over where the young child was.
They	SBJ	pron.pper	?OLD	
,				
having				
heard				
the				
king	OBJ	def-np.the	?OLD	
,				
went				
their	other_3	pron.ppos	?OLD	
way	OBJ_2	def-np.poss	?OLD	
;				
and				
behold				
,				
the				
star	other	def-np.the	?OLD	
,				
which	OBJ_3			
they	SBJ_3	pron.pper	?OLD	
saw				
in				
the				
east	other_3	def-np.the	?OLD	
,				
went				
before				
them	other_2	pron.pper	?OLD	
,				
until				
it	SBJ_2	pron.pper	?OLD	
came				
and				
stood				
over				
where				
the				
young				
child	SBJ_4	def-np.the	?OLD	
was				
.			

# text = When they saw the star, they rejoiced with exceedingly great joy.
When				
they	SBJ_2	pron.pper	?OLD	
saw				
the				
star	OBJ_2	def-np.the	?OLD	
,				
they	SBJ	pron.pper	?OLD	
rejoiced				
with				
exceedingly				
great				
joy	other	indef-np.bare		
.			

# text = They came into the house and saw the young child with Mary, his mother, and they fell down and worshiped him.
They	SBJ	pron.pper	?OLD	
came				
into				
the				
house	other	def-np.the	?OLD	
and				
saw				
the				
young				
child	OBJ_2	def-np.the	?OLD	
with				
Mary	other_3	ne	?OLD	
,				
his	other_5	pron.ppos	?OLD	
mother	other_4	def-np.poss	?OLD	
,				
and				
they	SBJ_2	pron.pper	?OLD	
fell				
down				
and				
worshiped				
him	OBJ_3	pron.pper	?OLD	
.			

# text = Opening their treasures, they offered to him gifts: gold, frankincense, and myrrh.
Opening				
their	other_3	pron.ppos	?OLD	
treasures	OBJ_2	def-np.poss	?OLD	
,				
they	SBJ	pron.pper	?OLD	
offered				
to				
him	other_2	pron.ppos	?OLD	
gifts	other	def-np.poss	?OLD	
:				
gold	other_2	indef-np.bare		
,				
frankincense	other_3	indef-np.bare		
,				
and				
myrrh	other_2	indef-np.bare		
.			

# text = Being warned in a dream that they shouldn't return to Herod, they went back to their own country another way.
Being				
warned				
in				
a				
dream	other	indef-np.a		
that				
they	SBJ_2	pron.pper	?OLD	
should				
n't				
return				
to				
Herod	other_2	ne	?OLD	
,				
they	SBJ_2	pron.pper	?OLD	
went				
back				
to				
their	other_4	pron.ppos	?OLD	
own				
country	other_3	def-np.poss	?OLD	
another				
way	other_4	indef-np.a		
.			

--
# text = Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream, saying, "Arise and take the young child and his mother, and flee into Egypt, and stay there until I tell you, for Herod will seek the young child to destroy him."
Now				
when				
they	SBJ_2	pron.pper	?OLD	
had				
departed				
,				
behold				
,				
an				
angel	SBJ	def-np.poss	?OLD	
of				
the				
Lord	other_2	ne	?OLD	
appeared				
to				
Joseph	other	ne	?OLD	
in				
a				
dream	other	indef-np.a		
,				
saying				
,				
&quot;				
Arise	other_3	indef-np.bare		
and				
take				
the				
young				
child	OBJ_3	def-np.the	?OLD	
and				
his	other_5	pron.ppos	?OLD	
mother	other_4	def-np.poss	?OLD	
,				
and				
flee				
into				
Egypt	other_3	ne	?OLD	
,				
and				
stay				
there				
until				
I	SBJ_4	pron.pper	?OLD	
tell				
you	OBJ_4	pron.pper	?OLD	
,				
for				
Herod	other_3	indef-np.bare		
will				
seek				
the				
young				
child	OBJ_3	def-np.the	?OLD	
to				
destroy				
him	OBJ_4	pron.pper	?OLD	
.				
&quot;			

--
# text = He arose and took the young child and his mother by night, and departed into Egypt, and was there until the death of Herod; that it might be fulfilled which was spoken by the Lord through the prophet, saying, \"Out of Egypt I called my son.\"
He	SBJ	pron.pper	?OLD	
arose				
and				
took				
the				
young				
child	OBJ	def-np.the	?OLD	
and				
his	other_2	pron.ppos	?OLD	
mother	other	def-np.poss	?OLD	
by				
night	other	indef-np.bare		
,				
and				
departed				
into				
Egypt	other_2	ne	?OLD	
,				
and				
was				
there	other	pron.padv	?OLD	
until				
the				
death	other_2	def-np.poss	?OLD	
of				
Herod	other_3	ne	?OLD	
;				
that				
it	SBJ_3	pron.pper	?OLD	
might				
be				
fulfilled				
which	SBJ_4			
was				
spoken				
by				
the				
Lord	other_4	ne	?OLD	
through				
the				
prophet	other_4	def-np.the	?OLD	
,				
saying				
,				
&quot;				
Out				
of				
Egypt	other_6	ne	?OLD	
I	SBJ_6	pron.pper	?OLD	
called				
my	other_7	pron.ppos	?OLD	
son	OBJ_6	def-np.poss	?OLD	
.				
&quot;			

# text = Then Herod, when he saw that he was mocked by the wise men, was exceedingly angry, and sent out, and killed all the male children who were in Bethlehem and in all the surrounding countryside, from two years old and under, according to the exact time which he had learned from the wise men.
Then				
Herod				
,				
when				
he	SBJ_2	pron.pper	?OLD	
saw				
that				
he	SBJ_3	pron.pper	?OLD	
was				
mocked				
by				
the				
wise				
men	other_3	def-np.the	?OLD	
,				
was				
exceedingly				
angry				
,				
and				
sent				
out				
,				
and				
killed				
all				
the				
male				
children	OBJ_2	def-np.the	?OLD	
who	SBJ_4			
were				
in				
Bethlehem	other_3	ne	?OLD	
and				
in				
all				
the				
surrounding				
countryside	other_3	def-np.the	?OLD	
,				
from				
two				
years	other_2	indef-np.quant		
old				
and				
under				
,				
according				
to				
the				
exact				
time	other	def-np.the	?OLD	
which	OBJ_3			
he	SBJ_3	pron.pper	?OLD	
had				
learned				
from				
the				
wise				
men	other_3	def-np.the	?OLD	
.			

--
# text = Then that which was spoken by Jeremiah the prophet was fulfilled, saying, "A voice was heard in Ramah, lamentation, weeping and great mourning, Rachel weeping for her children; she wouldn't be comforted, because they are no more."
Then				
that				
which	SBJ_3			
was				
spoken				
by				
Jeremiah	other_3	ne	?OLD	
the				
prophet	SBJ_4	def-np.the	?OLD	
was				
fulfilled				
,				
saying				
,				
&quot;				
A				
voice	SBJ_6	indef-np.a		
was				
heard				
in				
Ramah	other_6	ne	?OLD	
,				
lamentation	other_7	indef-np.bare		
,				
weeping				
and				
great				
mourning				
,				
Rachel	OBJ_7	ne	?OLD	
weeping				
for				
her	other_10	pron.ppos	?OLD	
children	other_9	def-np.poss	?OLD	
;				
she	SBJ	pron.pper	?OLD	
would				
n't				
be				
comforted				
,				
because				
they	SBJ_2	pron.pper	?OLD	
are				
no				
more				
.				
&quot;			

--
# text = But when Herod was dead, behold, an angel of the Lord appeared in a dream to Joseph in Egypt, saying, \"Arise and take the young child and his mother, and go into the land of Israel, for those who sought the young child's life are dead.\"
But				
when				
Herod	SBJ_3	ne	?OLD	
was				
dead				
,				
behold				
,				
an				
angel	SBJ	def-np.poss	?OLD	
of				
the				
Lord	other_2	ne	?OLD	
appeared				
in				
a				
dream	other	indef-np.a		
to				
Joseph	other_2	ne	?OLD	
in				
Egypt	other_3	ne	?OLD	
,				
saying				
,				
&quot;				
Arise	SBJ_3	indef-np.bare		
and				
take				
the				
young				
child	OBJ_5	def-np.the	?OLD	
and				
his	other_7	pron.ppos	?OLD	
mother	other_6	def-np.poss	?OLD	
,				
and				
go				
into				
the				
land	other_6	def-np.poss	?OLD	
of				
Israel	other_7	ne	?OLD	
,				
for				
those	other_4	pron.pds	?OLD	
who	SBJ_6			
sought				
the				
young				
child	other_7	def-np.the	?OLD	
's				
life	OBJ_6	def-np.poss	?OLD	
are				
dead				
.				
&quot;			

# text = He arose and took the young child and his mother, and came into the land of Israel.
He	SBJ	pron.pper	?OLD	
arose				
and				
took				
the				
young				
child	OBJ_2	def-np.the	?OLD	
and				
his	other_4	pron.ppos	?OLD	
mother	other_3	def-np.poss	?OLD	
,				
and				
came				
into				
the				
land	other_2	def-np.poss	?OLD	
of				
Israel	other_3	ne	?OLD	
.			

# text = But when he heard that Archelaus was reigning over Judea in the place of his father, Herod, he was afraid to go there.
But				
when				
he	SBJ_2	pron.pper	?OLD	
heard				
that				
Archelaus	SBJ_3	ne	?OLD	
was				
reigning				
over				
Judea	OBJ_3	ne	?OLD	
in				
the				
place	other_3	def-np.poss	?OLD	
of				
his	other_5	pron.ppos	?OLD	
father	other_4	def-np.poss	?OLD	
,				
Herod				
,				
he	SBJ	pron.pper	?OLD	
was				
afraid				
to				
go				
there				
.			

# text = Being warned in a dream, he withdrew into the region of Galilee, and came and lived in a city called Nazareth; that it might be fulfilled which was spoken through the prophets:
Being				
warned				
in				
a				
dream	other	indef-np.a		
,				
he	SBJ_2	pron.pper	?OLD	
withdrew				
into				
the				
region	other_2	def-np.poss	?OLD	
of				
Galilee	other_3	ne	?OLD	
,				
and				
came				
and				
lived				
in				
a				
city	other_3	indef-np.a		
called				
Nazareth	other_5	ne	?OLD	
;				
that				
it	SBJ_2	pron.pper	?OLD	
might				
be				
fulfilled				
which	SBJ_3			
was				
spoken				
through				
the				
prophets	other_3	def-np.the	?OLD	
:			

--
# text = \"He will be called a Nazarene.\"
&quot;				
He	SBJ	pron.pper	?OLD	
will				
be				
called				
a				
Nazarene	other	ne	?OLD	
.				
&quot;			

--
# text = In those days, John the Baptizer came, preaching in the wilderness of Judea, saying, \"Repent, for the Kingdom of Heaven is at hand!\"
In				
those				
days	other	def-np.dem	?OLD	
,				
John	SBJ	ne	?OLD	
the				
Baptizer				
came				
,				
preaching				
in				
the				
wilderness	other_2	def-np.poss	?OLD	
of				
Judea	other_3	ne	?OLD	
,				
saying				
,				
&quot;				
Repent	SBJ_3	indef-np.bare		
,				
for				
the				
Kingdom	other_4	ne	?OLD	
of				
Heaven	other_5	ne	?OLD	
is				
at				
hand	other_2	indef-np.bare		
!				
&quot;			

--
# text = For this is he who was spoken of by Isaiah the prophet, saying, \"The voice of one crying in the wilderness, make ready the way of the Lord.
For				
this	SBJ_4	pron.pds	?OLD	
is				
he	SBJ_3	pron.pper	?OLD	
who	SBJ_5			
was				
spoken				
of				
by				
Isaiah	other_5	ne	?OLD	
the				
prophet				
,				
saying				
,				
&quot;				
The				
voice	SBJ	def-np.quant	?OLD	
of				
one				
crying				
in				
the				
wilderness	other_3	def-np.the	?OLD	
,				
make				
ready				
the				
way	OBJ_2	def-np.poss	?OLD	
of				
the				
Lord	other_3	ne	?OLD	
.			

--
# text = Make his paths straight."
