# text = One of Sherlock Holmes's defects—if, indeed, one may call it a defect—was that he was exceedingly loath to communicate his full plans to any other person until the instant of their fulfilment.
omened				
moor	other_2	def-np.the	?OLD	
was				
weighing				
heavily				
upon				
his	other_2	pron.ppos	?OLD	
mind	other	def-np.poss	?OLD	
.			

# text = As I watched them Stapleton rose and left the room, while Sir Henry filled his glass again and leaned back in his chair, puffing at his cigar.
As				
I	SBJ	pron.pper	?OLD	
watched				
them	OBJ	pron.pper	?OLD	
Stapleton	SBJ_2	ne	?OLD	
rose				
and				
left				
the				
room	OBJ_2	def-np.the	?OLD	
,				
while				
Sir	SBJ_2	ne	?OLD	
Henry				
filled				
his	other_3	pron.ppos	?OLD	
glass	OBJ_2	def-np.poss	?OLD	
again				
and				
leaned				
back				
in				
his	other_4	pron.ppos	?OLD	
chair	other_3	def-np.poss	?OLD	
,				
puffing				
at				
his	other_4	pron.ppos	?OLD	
cigar	other_3	def-np.poss	?OLD	
.			

# text = I heard the creak of a door and the crisp sound of boots upon gravel.
I	SBJ	pron.pper	?OLD	
heard				
the				
creak	OBJ	def-np.the	?OLD	
of				
a				
door	other_2	indef-np.a		
and				
the				
crisp				
sound	other_2	def-np.the	?OLD	
of				
boots	other_3	indef-np.bare		
upon				
gravel	other_4	indef-np.bare		
.			

# text = The steps passed along the path on the other side of the wall under which I crouched.
The				
steps	SBJ	def-np.the	?OLD	
passed				
along				
the				
path	other	def-np.the	?OLD	
on				
the				
other				
side	other_2	def-np.the.other	?OLD	
of				
the				
wall	other_3	def-np.the	?OLD	
under				
which				
I	SBJ_2	pron.pper	?OLD	
crouched				
.			

# text = Looking over, I saw the naturalist pause at the door of an out-house in the corner of the orchard.
Looking				
over				
,				
I	SBJ	pron.pper	?OLD	
saw				
the				
naturalist				
pause	OBJ	def-np.the	?OLD	
at				
the				
door	other	def-np.the	?OLD	
of				
an				
out				
_				
house	other_2	indef-np.a		
in				
the				
corner	other_3	def-np.the	?OLD	
of				
the				
orchard	other_4	def-np.the	?OLD	
.			

# text = A key turned in a lock, and as he passed in there was a curious scuffling noise from within.
A				
key	SBJ	indef-np.a		
turned				
in				
a				
lock	other	indef-np.a		
,				
and				
as				
he	SBJ_3	pron.pper	?OLD	
passed				
in				
there				
was				
a				
curious				
scuffling				
noise	other	indef-np.a		
from				
within	other	indef-np.bare		
.			

# text = He was only a minute or so inside, and then I heard the key turn once more and he passed me and re-entered the house.
He	SBJ	pron.pper	?OLD	
was				
only				
a				
minute	other	indef-np.a		
or				
so				
inside				
,				
and				
then				
I	SBJ_2	pron.pper	?OLD	
heard				
the				
key				
turn	OBJ_2	def-np.the	?OLD	
once				
more				
and				
he	SBJ_2	pron.pper	?OLD	
passed				
me	OBJ_2	pron.pper	?OLD	
and				
re-entered				
the				
house	OBJ_3	def-np.the	?OLD	
.			

# text = I saw him rejoin his guest, and I crept quietly back to where my companions were waiting to tell them what I had seen.
I	SBJ	pron.pper	?OLD	
saw				
him	OBJ	pron.pper	?OLD	
rejoin				
his	other_2	pron.ppos	?OLD	
guest	other	def-np.poss	?OLD	
,				
and				
I	SBJ_2	pron.pper	?OLD	
crept				
quietly				
back				
to				
where				
my	other_5	pron.ppos	?OLD	
companions	SBJ_4	def-np.poss	?OLD	
were				
waiting				
to				
tell				
them	OBJ_5	pron.pper	?OLD	
what	OBJ_6	pron.pint		
I	SBJ_6	pron.pper	?OLD	
had				
seen				
.			

--
# text = "You say, Watson, that the lady is not there?"
&quot;				
You	SBJ	pron.pper	?OLD	
say				
,				
Watson	other	ne	?OLD	
,				
that				
the				
lady	SBJ_3	def-np.the	?OLD	
is				
not				
there	other_2	pron.padv	?OLD	
?				
&quot;			

# text = Holmes asked, when I had finished my report.
Holmes	SBJ	indef-np.bare		
asked				
,				
when				
I	SBJ_2	pron.pper	?OLD	
had				
finished				
my	other_3	pron.ppos	?OLD	
report	OBJ_2	def-np.poss	?OLD	
.			

--
# text = \"No.\" \"Where can she be, then, since there is no light in any other room except the kitchen?\"
&quot;				
No				
.				
&quot;				
&quot;				
Where				
can				
she	SBJ	pron.pper	?OLD	
be				
,				
then				
,				
since				
there				
is				
no				
light	SBJ_2	indef-np.quant		
in				
any				
other				
room	other_3	indef-np.a		
except				
the				
kitchen	other_4	def-np.the	?OLD	
?				
&quot;			

--
# text = "I cannot think where she is."
&quot;				
I	SBJ	pron.pper	?OLD	
can				
not				
think				
where	other	pron.pint		
she	SBJ_3	pron.pper	?OLD	
is				
.				
&quot;			

# text = I have said that over the great Grimpen Mire there hung a dense, white fog.
I	SBJ	pron.pper	?OLD	
have				
said				
that				
over				
the				
great				
Grimpen				
Mire	SBJ_2	ne	?OLD	
there				
hung				
a				
dense	OBJ_2	indef-np.a		
,				
white				
fog	other_3	indef-np.bare		
.			

# text = It was drifting slowly in our direction, and banked itself up like a wall on that side of us, low, but thick and well defined.
It	SBJ	pron.pper	?OLD	
was				
drifting				
slowly				
in				
our	other_2	pron.ppos	?OLD	
direction	other	def-np.poss	?OLD	
,				
and				
banked				
itself	OBJ_2			
up				
like				
a				
wall	other_2	indef-np.a		
on				
that				
side	other_3	def-np.dem	?OLD	
of				
us	other_4	pron.pper	?OLD	
,				
low				
,				
but				
thick				
and				
well				
defined				
.			

# text = The moon shone on it, and it looked like a great shimmering ice-field, with the heads of the distant tors as rocks borne upon its surface.
The				
moon				
shone	other	def-np.the	?OLD	
on				
it	other	pron.pper	?OLD	
,				
and				
it	SBJ_2	pron.pper	?OLD	
looked				
like				
a				
great				
shimmering				
ice				
_				
field	other_2	indef-np.a		
,				
with				
the				
heads	other	def-np.the	?OLD	
of				
the				
distant				
tors	other_2	def-np.the	?OLD	
as				
rocks	other	indef-np.bare		
borne				
upon				
its	other_4	pron.ppos	?OLD	
surface	other_3	def-np.poss	?OLD	
.			

# text = Holmes's face was turned towards it, and he muttered impatiently as he watched its sluggish drift.
Holmes	other_2	ne	?OLD	
's				
face	SBJ	def-np.poss	?OLD	
was				
turned				
towards				
it	other	pron.pper	?OLD	
,				
and				
he	SBJ_2	pron.pper	?OLD	
muttered				
impatiently				
as				
he	SBJ_3	pron.pper	?OLD	
watched				
its	other_4	pron.ppos	?OLD	
sluggish				
drift	OBJ_3	def-np.poss	?OLD	
.			

--
# text = "It's moving towards us, Watson."
&quot;				
It	SBJ	pron.pper	?OLD	
's				
moving				
towards				
us	other	pron.pper	?OLD	
,				
Watson	other_2	ne	?OLD	
.				
&quot;			

--
# text = "Is that serious?"
&quot;				
Is				
that	SBJ	pron.pds	?OLD	
serious				
?				
&quot;			

--
# text = "Very serious, indeed—the one thing upon earth which could have disarranged my plans.
&quot;				
Very				
serious				
,				
indeed				
—the				
one				
thing	other	def-np	?OLD	
upon				
earth	other	indef-np.bare		
which	SBJ_2			
could				
have				
disarranged				
my	other_3	pron.ppos	?OLD	
plans	OBJ_2	def-np.poss	?OLD	
.			

# text = He can't be very long, now.
He	SBJ	pron.pper	?OLD	
ca				
n't				
be				
very				
long				
,				
now				
.			

# text = It is already ten o'clock.
It	SBJ	pron.pper	?OLD	
is				
already				
ten				
o'clock	other	indef-np.quant		
.			

--
# text = Our success and even his life may depend upon his coming out before the fog is over the path."
Our	other_2	pron.ppos	?OLD	
success	SBJ	def-np.poss	?OLD	
and				
even				
his	other_4	pron.ppos	?OLD	
life	SBJ_3	def-np.poss	?OLD	
may				
depend				
upon				
his	SBJ_4	pron.pper	?OLD	
coming				
out				
before				
the				
fog	other_4	def-np.the	?OLD	
is				
over				
the				
path	other	def-np.the	?OLD	
.				
&quot;			

# text = The night was clear and fine above us.
The				
night	SBJ	def-np.the	?OLD	
was				
clear				
and				
fine				
above				
us	other_2	pron.pper	?OLD	
.			

# text = The stars shone cold and bright, while a half-moon bathed the whole scene in a soft, uncertain light.
The				
stars				
shone	other	def-np.the	?OLD	
cold				
and				
bright				
,				
while				
a				
half				
_				
moon	SBJ_2	indef-np.a		
bathed				
the				
whole				
scene	OBJ_2	def-np.the	?OLD	
in				
a				
soft				
,				
uncertain				
light	other_2	indef-np.a		
.			

# text = Before us lay the dark bulk of the house, its serrated roof and bristling chimneys hard outlined against the silver-spangled sky.
Before				
us	SBJ_2	pron.pper	?OLD	
lay				
the				
dark				
bulk	OBJ_2	def-np.the	?OLD	
of				
the				
house	other_3	def-np.the	?OLD	
,				
it	SBJ	pron.pper	?OLD	
s				
serrated				
roof	other	indef-np.bare		
and				
bristling				
chimneys	other	indef-np.bare		
hard				
outlined				
against				
the				
silver	other_5	indef-np.bare		
_				
spangled				
sky	other_3	def-np.the	?OLD	
.			

# text = Broad bars of golden light from the lower windows stretched across the orchard and the moor.
Broad				
bars	other	indef-np.bare		
of				
golden				
light	other	indef-np.bare		
from				
the				
lower				
windows	other	def-np.the	?OLD	
stretched				
across				
the				
orchard	other_3	def-np.the	?OLD	
and				
the				
moor	other	def-np.the	?OLD	
.			

# text = One of them was suddenly shut off.
One	SBJ	def-np.poss	?OLD	
of				
them	other_2	pron.pper	?OLD	
was				
suddenly				
shut				
off				
.			

# text = The servants had left the kitchen.
The				
servants	SBJ	def-np.the	?OLD	
had				
left				
the				
kitchen	OBJ	def-np.the	?OLD	
.			

# text = There only remained the lamp in the dining-room where the two men, the murderous host and the unconscious guest, still chatted over their cigars.
There				
only				
remained				
the				
lamp	OBJ	def-np.the	?OLD	
in				
the				
dining				
_				
room	other	def-np.the	?OLD	
where				
the				
two				
men	SBJ_3	def-np.quant	?OLD	
,				
the				
murderous				
host	other_4	def-np.the	?OLD	
and				
the				
unconscious				
guest	other_5	def-np.the	?OLD	
,				
still				
chatted				
over				
their	other_4	pron.ppos	?OLD	
cigars	other_3	def-np.poss	?OLD	
.			

# text = Every minute that white woolly plain which covered one half of the moor was drifting closer and closer to the house.
Every				
minute	other	indef-np		
that				
white				
woolly				
plain	SBJ_2	indef-np.bare		
which	SBJ_4			
covered				
one				
half	OBJ_4	indef-np.quant		
of				
the				
moor	other_5	def-np.the	?OLD	
was				
drifting				
closer				
and				
closer				
to				
the				
house	other_2	def-np.the	?OLD	
.			

# text = Already the first thin wisps of it were curling across the golden square of the lighted window.
Already				
the				
first				
thin				
wisps	SBJ	def-np.poss	?OLD	
of				
it	other_2	pron.pper	?OLD	
were				
curling				
across				
the				
golden				
square	other	def-np.the	?OLD	
of				
the				
lighted				
window	other_2	def-np.the	?OLD	
.			

# text = The farther wall of the orchard was already invisible, and the trees were standing out of a swirl of white vapour.
The				
farther				
wall	SBJ	def-np.the	?OLD	
of				
the				
orchard	other_2	def-np.the	?OLD	
was				
already				
invisible				
,				
and				
the				
trees	SBJ_2	def-np.the	?OLD	
were				
standing				
out				
of				
a				
swirl	other_2	indef-np.a		
of				
white				
vapour	other_3	indef-np.bare		
.			

# text = As we watched it the fog-wreaths came crawling round both corners of the house and rolled slowly into one dense bank, on which the upper floor and the roof floated like a strange ship upon a shadowy sea.
As				
we	SBJ_2	pron.pper	?OLD	
watched				
it	OBJ_2	pron.pper	?OLD	
the				
fog				
_				
wreaths	SBJ	def-np.the	?OLD	
came				
crawling				
round				
both				
corners	other_2	def-np.quant	?OLD	
of				
the				
house	other_3	def-np.the	?OLD	
and				
rolled				
slowly				
into				
one				
dense				
bank	other_3	indef-np.quant		
,				
on				
which				
the				
upper				
floor	SBJ_5	def-np.the	?OLD	
and				
the				
roof	other_6	def-np.the	?OLD	
floated				
like				
a				
strange				
ship	other_5	indef-np.a		
upon				
a				
shadowy				
sea	other_5	indef-np.a		
.			

# text = Holmes struck his hand passionately upon the rock in front of us and stamped his feet in his impatience.
Holmes				
struck				
his	other_2	pron.ppos	?OLD	
hand	OBJ	def-np.poss	?OLD	
passionately				
upon				
the				
rock	other	def-np.the	?OLD	
in				
front	other_2	def-np.poss	?OLD	
of				
us	other_3	pron.pper	?OLD	
and				
stamped				
his	other_3	pron.ppos	?OLD	
feet	OBJ_2	def-np.poss	?OLD	
in				
his	other_3	pron.ppos	?OLD	
impatience	other_2	def-np.poss	?OLD	
.			

--
# text = \"If he isn't out in a quarter of an hour the path will be covered.
&quot;				
If				
he	SBJ_2	pron.pper	?OLD	
is				
n't				
out				
in				
a				
quarter	other	indef-np.a		
of				
an				
hour	other_2	indef-np.a		
the				
path	SBJ	def-np.the	?OLD	
will				
be				
covered				
.			

--
# text = In half an hour we won't be able to see our hands in front of us."
In				
half				
an				
hour	other	indef-np.a		
we	SBJ	pron.pper	?OLD	
wo				
n't				
be				
able				
to				
see				
our	other_3	pron.ppos	?OLD	
hands	OBJ_2	def-np.poss	?OLD	
in				
front	other_2	def-np.poss	?OLD	
of				
