# text = Charlie Rose:				
Charlie					1	Charlie	_	
've					43	've	_	
connected					44	connected	_	
the					45	the	_	
dots	OBJ_4	def-np.the	OLD		46	dots	_	
and					47	and	_	
how					48	how	_	
this					49	this	_	
journey	SBJ_3	def-np.dem	OLD		50	journey	set_137	
that	SBJ_5				51	that	set_137	
began					52	began	_	
some					53	some	_	
time	other_6	indef-np.quant			54	time	_	
ago					55	ago	_	
has					56	has	_	
such					57	such	_	
interesting					58	interesting	_	
prospects	OBJ_3	pron.pds			59	prospects	_	
.				60	.	_
		
# text = Mainly we want to talk about the future.	
Mainly					1	Mainly	_	
we	SBJ	pron.pper	OLD		2	we	_	
want					3	want	_	
to					4	to	_	
talk					5	talk	_	
about					6	about	_	
the					7	the	_	
future	other_2	def-np.the	OLD		8	future	_	
.				9	.	_
		
# text = So my first question:	
So					1	So	_	
my	other	pron.ppos	OLD		2	my	_	
first					3	first	_	
question	other	def-np.poss	OLD		4	question	_	
:				5	:	_
		
# text = Where is Google and where is it going?	
Where	other	pron.pint			1	Where	set_138	
is								
Google	SBJ	ne	OLD					
and								
where								
is								
it	SBJ_2	pron.pper	OLD					
going								
?							
	
# text = LP: Well, this is something we think about a lot, and our mission we defined a long time ago is to organize the world's information and make it universally accessible and useful.				
LP					1	LP	_	
:					2	:	_	
Well					3	Well	_	
,					4	,	_	
this	SBJ_2	pron.pds	OLD		5	this	set_138	
is					6	is	_	
something	other	pron	OLD		7	something	_	
we	SBJ_3	pron.pper	OLD		8	we	_	
think					9	think	_	
about					10	about	_	
a					11	a	_	
lot	other_3	indef-np.a			12	lot	_	
,					13	,	_	
and					14	and	_	
our	other_5	pron.ppos	OLD		15	our	_	
mission	SBJ_4	def-np.poss	OLD		16	mission	_	
we	SBJ_6	pron.pper	OLD		17	we	_	
defined					18	defined	_	
a					19	a	_	
long					20	long	_	
time	other_7	indef-np.a			21	time	_	
ago					22	ago	_	
is					23	is	_	
to					24	to	_	
organize					25	organize	set_139	
the					26	the	_	
world	other_6	def-np.the	OLD		27	world	_	
's					28	's	_	
information	OBJ_5	def-np.poss	OLD		29	information	set_3	
and					30	and	_	
make					31	make	_	
it	OBJ_6	pron.pper	OLD		32	it	set_3	
universally					33	universally	_	
accessible					34	accessible	_	
and					35	and	_	
useful					36	useful	_	
.				37	.	_
		
# text = And people always say, is that really what you guys are still doing?	
And					1	And	_	
people	SBJ	indef-np.bare			2	people	_	
always					3	always	_	
say					4	say	_	
,					5	,	_	
is					6	is	set_140	
that					7	that	set_139	
really					8	really	_	
what	SBJ_3	pron.pint			9	what	_	
you	other_5	pron.pper	OLD		10	you	_	
guys	SBJ_4	indef-np.bare			11	guys	_	
are					12	are	_	
still					13	still	_	
doing					14	doing	_	
?				15	_	_
		
# text = And I always kind of think about that myself, and I'm not quite sure.	
And					1	And	_	
I	SBJ	pron.pper	OLD		2	I	_	
always					3	always	_	
kind					4	kind	_	
of					5	of	_	
think					6	think	_	
about					7	about	_	
that					8	that	set_140	
myself					9	myself	_	
,					10	,	_	
and					11	and	_	
I	SBJ_2	pron.pper	OLD		12	I	_	
'm					13	'm	_	
not					14	not	_	
quite					15	quite	_	
sure					16	sure	_	
.				17	.	_
		
# text = But actually, when I think about search, it's such a deep thing for all of us, to really understand what you want, to understand the world's information, and we're still very much in the early stages of that, which is totally crazy.	
But					1	But	_	
actually					2	actually	_	
,					3	,	_	
when					4	when	_	
I	SBJ_2	pron.pper	OLD		5	I	_	
think					6	think	_	
about					7	about	_	
search	other_2	indef-np.bare			8	search	set_4	
,					9	,	_	
it	SBJ	pron.pper	OLD		10	it	set_4	
's					11	's	_	
such					12	such	_	
a					13	a	_	
deep					14	deep	_	
thing	other	pron.pds			15	thing	_	
for					16	for	_	
all	other	def-np.poss	OLD		17	all	_	
of					18	of	_	
us	other_2	pron.pper	OLD		19	us	_	
,					20	,	_	
to					21	to	_	
really					22	really	_	
understand					23	understand	set_141	
what	OBJ_2	pron.pint			24	what	_	
you	SBJ_4	pron.pper	OLD		25	you	_	
want					26	want	_	
,					27	,	_	
to					28	to	_	
understand					29	understand	_	
the					30	the	_	
world	other_4	def-np.the	OLD		31	world	_	
's					32	's	_	
information	OBJ_3	def-np.poss	OLD		33	information	_	
,					34	,	_	
and					35	and	_	
we	SBJ_5	pron.pper	OLD		36	we	_	
're					37	're	_	
still					38	still	_	
very					39	very	_	
much					40	much	_	
in					41	in	_	
the					42	the	_	
early					43	early	_	
stages	other_4	def-np.poss	OLD		44	stages	_	
of					45	of	_	
that	other_5	pron.pds	OLD		46	that	set_141	
,					47	,	_	
which	SBJ_4	pron.pint			48	which	_	
is					49	is	_	
totally					50	totally	_	
crazy					51	crazy	_	
.				52	.	_
		
# text = We've been at it for 15 years already, but it's not at all done.	
We	SBJ	pron.pper	OLD		1	We	_	
've					2	've	_	
been					3	been	_	
at					4	at	_	
it	other	pron.pper	OLD		5	it	set_141	
for					6	for	_	
15					7	15	_	
years	other	indef-np.quant			8	years	_	
already					9	already	_	
,					10	,	_	
but					11	but	_	
it	SBJ_2	pron.pper	OLD		12	it	set_141	
's					13	's	_	
not					14	not	_	
at					15	at	_	
all					16	all	_	
done					17	done	_	
.				18	.	_
		
# text = CR: When it's done, how will it be?	
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
When					3	When	_	
it	SBJ_3	pron.pper	OLD		4	it	set_141	
's					5	's	_	
done					6	done	_	
,					7	,	_	
how					8	how	_	
will					9	will	_	
it	SBJ_2	pron.pper	OLD		10	it	set_141	
be					11	be	_	
?				12	_	_
		
# text = LP: Well, I guess, in thinking about where we're going -- you know, why is it not done?	
LP					1	LP	_	
:					2	:	_	
Well					3	Well	_	
,					4	,	_	
I	SBJ_2	pron.pper	OLD		5	I	_	
guess					6	guess	_	
,					7	,	_	
in					8	in	_	
thinking					9	thinking	_	
about					10	about	_	
where					11	where	_	
we	SBJ_4	pron.pper	OLD		12	we	_	
're					13	're	_	
going					14	going	_	
_					15	_	_	
you	SBJ_2	pron.pper	OLD		16	you	_	
know					17	know	_	
,					18	,	_	
why					19	why	_	
is					20	is	_	
it	SBJ_2	pron.pper	OLD		21	it	set_141	
not					22	not	_	
done					23	done	_	
?							

# text = -- a lot of it is just computing's kind of a mess.				
_					24	_	_
a						
lot	SBJ	def-np.poss	OLD		
of								
it	other_2	pron.pper	OLD					
is								
just								
computing					32	computing	_	
's								
kind	OBJ	indef-np.bare						
of								
a								
mess	other_2	indef-np.a						
.							
	
# text = You know, your computer doesn't know where you are, it doesn't know what you're doing, it doesn't know what you know, and a lot we've been trying to do recently is just make your devices work, make them understand your context.				
You	SBJ	pron.pper	OLD		1	You	_	
know					2	know	_	
,					3	,	_	
your	other_3	pron.ppos	OLD		4	your	_	
computer	SBJ_2	def-np.poss	OLD		5	computer	set_11	
does					6	does	_	
n't					7	n't	_	
know					8	know	_	
where					9	where	_	
you	SBJ_3	pron.pper	OLD		10	you	_	
are					11	are	_	
,					12	,	_	
it	SBJ_2	pron.pper	OLD		13	it	set_11	
does					14	does	_	
n't					15	n't	_	
know					16	know	_	
what	OBJ_3	pron.pint			17	what	_	
you	SBJ_3	pron.pper	OLD		18	you	_	
're					19	're	_	
doing					20	doing	_	
,					21	,	_	
it	SBJ_2	pron.pper	OLD		22	it	set_11	
does					23	does	_	
n't					24	n't	_	
know					25	know	_	
what	OBJ_3	pron.pint			26	what	_	
you	SBJ_3	pron.pper	OLD		27	you	_	
know					28	know	_	
,					29	,	_	
and					30	and	_	
a					31	a	_	
lot	SBJ_2	indef-np.a			32	lot	_	
we	SBJ_4	pron.pper	OLD		33	we	_	
've					34	've	_	
been					35	been	_	
trying					36	trying	_	
to					37	to	_	
do					38	do	_	
recently					39	recently	_	
is					40	is	_	
just					41	just	_	
make					42	make	_	
your	other_3	pron.ppos	OLD		43	your	_	
devices	OBJ_2	def-np.poss	OLD		44	devices	set_12	
work					45	work	_	
,					46	,	_	
make					47	make	_	
them	OBJ_4	pron.pper	OLD		48	them	set_12	
understand					49	understand	_	
your	other_6	pron.ppos	OLD		50	your	_	
context	OBJ_5	def-np.poss	OLD		51	context	_	
.				52	.	_
		
# text = Google	
Google	other	ne	OLD	1	Google	_
		
# text = Now, you know, knows where you are, knows what you may need.	
Now								
,								
you	SBJ	pron.pper	OLD					
know					4	know	_	
,								
knows								
where								
you	SBJ_3	pron.pper	OLD					
are								
,								
knows								
what	OBJ_4	pron.pint						
you	SBJ_4	pron.pper	OLD					
may								
need								
.							
	
# text = So really having computing work and understand you and understand that information, we really haven't done that yet.				
So					1	So	_	
really					2	really	_	
having					3	having	_	
computing					4	computing	set_13	
work	OBJ_3	indef-np.bare			5	work	_	
and					6	and	_	
understand					7	understand	_	
you	OBJ_4	pron.pper	OLD		8	you	_	
and					9	and	_	
understand					10	understand	_	
that					11	that	_	
information	OBJ_4	def-np.dem	OLD		12	information	_	
,					13	,	_	
we	SBJ	pron.pper	OLD		14	we	_	
really					15	really	_	
have					16	have	_	
n't					17	n't	_	
done					18	done	_	
that	OBJ	pron.pds	OLD		19	that	_	
yet					20	yet	_	
.				21	.	_
		
# text = It's still very, very clunky.	
It	SBJ	pron.pper	OLD		1	It	set_13	
's					2	's	_	
still					3	still	_	
very					4	very	_	
,					5	,	_	
very					6	very	_	
clunky					7	clunky	_	
.				8	.	_
		
# text = CR: Tell me, when you look at what Google is doing, where does Deep Mind fit?	
CR					1	CR	_	
:					2	:	_	
Tell					3	Tell	_	
me	OBJ_2	pron.pper	OLD		4	me	_	
,					5	,	_	
when					6	when	_	
you	SBJ_4	pron.pper	OLD		7	you	_	
look					8	look	_	
at					9	at	_	
what	other_5	pron.pint			10	what	_	
Google	SBJ_5	ne	OLD		11	Google	set_215	
is					12	is	_	
doing					13	doing	_	
,					14	,	_	
where	SBJ_3	pron	OLD		15	where	_	
does					16	does	_	
Deep					17	Deep	set_213	
Mind					18	Mind	set_213	
fit	OBJ_3	indef-np.bare			19	fit	_	
?				20	_	_
		
# text = LP: Yeah, so Deep Mind is a company we just acquired recently.	
LP					1	LP	_	
:					2	:	_	
Yeah					3	Yeah	_	
,					4	,	_	
so					5	so	_	
Deep					6	Deep	_	
Mind	SBJ_2	indef-np.bare			7	Mind	set_213	
is					8	is	_	
a					9	a	_	
company	other	indef-np.a			10	company	_	
we	SBJ_3	pron.pper	OLD		11	we	_	
just					12	just	_	
acquired					13	acquired	_	
recently					14	recently	_	
.				15	.	_
		
# text = It's in the U.K.	
It	SBJ	pron.pper	OLD		1	It	set_213	
's					2	's	_	
in					3	in	_	
the					4	the	_	
U.K	other	ne	OLD		5	U.K	_	
.				6	.	_
		
# text = First, let me tell you the way we got there, which was looking at search and really understanding, trying to understand everything, and also make the computers not clunky and really understand you -- like, voice was really important.	
First					1	First	_	
,					2	,	_	
let					3	let	_	
me	OBJ	pron.pper	OLD		4	me	_	
tell					5	tell	_	
you	OBJ_2	pron.pper	OLD		6	you	_	
the					7	the	_	
way	OBJ_2	def-np.the	OLD		8	way	_	
we	SBJ_4	pron.pper	OLD		9	we	_	
got					10	got	_	
there					11	there	_	
,					12	,	_	
which	SBJ_4				13	which	_	
was					14	was	_	
looking					15	looking	_	
at					16	at	_	
search	other_4	indef-np.bare			17	search	_	
and					18	and	_	
really					19	really	_	
understanding					20	understanding	_	
,					21	,	_	
trying					22	trying	_	
to					23	to	_	
understand					24	understand	_	
everything	OBJ_3	pron	OLD		25	everything	_	
,					26	,	_	
and					27	and	_	
also					28	also	_	
make					29	make	_	
the					30	the	_	
computers	OBJ_2	def-np.the	OLD		31	computers	_	
not					32	not	_	
clunky	other_3	indef-np.bare			33	clunky	_	
and					34	and	_	
really					35	really	_	
understand					36	understand	_	
you	OBJ_2	pron.pper	OLD		37	you	_	
_					38	_	_	
like					39	like	_	
,					40	,	_	
voice	SBJ_2	indef-np.bare			41	voice	_	
was					42	was	_	
really					43	really	_	
important					44	important	_	
.				45	.	_
		
# text = So what's the state of the art on speech recognition?	
So					1	So	_	
what	other	pron.pint			2	what	_	
's					3	's	_	
the					4	the	_	
state	SBJ	def-np.the	OLD		5	state	set_15	
of					6	of	_	
the					7	the	_	
art	other_2	def-np.the	OLD		8	art	_	
on					9	on	_	
speech					10	speech	_	
recognition	other_2	indef-np.bare			11	recognition	set_142	
?				12	_	_
		
# text = It's not very good.	
It	SBJ	pron.pper	OLD		1	It	set_15	
's					2	's	_	
not					3	not	_	
very					4	very	_	
good					5	good	_	
.				6	.	_
		
# text = It doesn't really understand you.	
It	SBJ	pron.pper	OLD		1	It	set_142	
does					2	does	_	
n't					3	n't	_	
really					4	really	_	
understand					5	understand	_	
you	OBJ	pron.pper	OLD		6	you	_	
.				7	.	_
		
# text = So we started doing machine learning research to improve that.	
So					1	So	_	
we	SBJ	pron.pper	OLD		2	we	_	
started					3	started	_	
doing					4	doing	_	
machine	OBJ_2	indef-np.bare			5	machine	_	
learning					6	learning	_	
research	OBJ_4	indef-np.bare			7	research	_	
to					8	to	_	
improve					9	improve	_	
that	OBJ_6	pron.pds	OLD		10	that	set_142	
.				11	.	_
		
# text = That helped a lot.	
That	SBJ	pron.pds	OLD		1	That	set_142	
helped					2	helped	_	
a					3	a	_	
lot	OBJ	indef-np.a			4	lot	_	
.				5	.	_
		
# text = And we started just looking at things like YouTube.	
And					1	And	_	
we	SBJ	pron.pper	OLD		2	we	_	
started					3	started	_	
just					4	just	_	
looking					5	looking	_	
at					6	at	_	
things	other_2	indef-np.bare			7	things	_	
like					8	like	_	
YouTube	other_3	ne	OLD		9	YouTube	_	
.				10	.	_
		
# text = Can we understand YouTube?	
Can					1	Can	_	
we	SBJ	pron.pper	OLD		2	we	_	
understand					3	understand	_	
YouTube	OBJ	ne	OLD		4	YouTube	_	
?				5	_	_
		
# text = But we actually ran machine learning on YouTube and it discovered cats, just by itself.	
But					1	But	_	
we	SBJ	pron.pper	OLD		2	we	_	
actually					3	actually	_	
ran					4	ran	_	
machine	OBJ	indef-np.bare			5	machine	set_143	
learning					6	learning	set_143	
on					7	on	_	
YouTube	other_2	ne	OLD		8	YouTube	_	
and					9	and	_	
it	SBJ_2	pron.pper	OLD		10	it	set_143	
discovered					11	discovered	set_201	
cats	OBJ_2	indef-np.bare			12	cats	_	
,					13	,	_	
just					14	just	_	
by					15	by	_	
itself					16	itself	set_143	
.				17	.	_
		
# text = Now, that's an important concept.	
Now					1	Now	_	
,					2	,	_	
that	SBJ	pron.pds	OLD		3	that	set_201	
's					4	's	_	
an					5	an	_	
important					6	important	_	
concept	other	indef-np.a			7	concept	_	
.				8	.	_
		
# text = And we realized there's really something here.	
And					1	And	_	
we	SBJ	pron.pper	OLD		2	we	_	
realized					3	realized	_	
there					4	there	_	
's					5	's	_	
really					6	really	_	
something	SBJ_2	pron	OLD		7	something	_	
here					8	here	_	
.				9	.	_
		
# text = If we can learn what cats are, that must be really important.	
If					1	If	_	
we	SBJ_2	pron.pper	OLD		2	we	_	
can					3	can	_	
learn					4	learn	set_144	
what	OBJ_2	pron.pint			5	what	_	
cats	SBJ_4	indef-np.bare			6	cats	_	
are					7	are	_	
,					8	,	_	
that	SBJ	pron.pds	OLD		9	that	set_144	
must					10	must	_	
be					11	be	_	
really					12	really	_	
important					13	important	_	
.				14	.	_
		
# text = So I think Deep Mind, what's really amazing about Deep Mind is that it can actually -- they're learning things in this unsupervised way.	
So					1	So	_	
I	SBJ	pron.pper	OLD		2	I	_	
think					3	think	_	
Deep					4	Deep	_	
Mind	OBJ	ne	OLD		5	Mind	set_213	
,					6	,	_	
what	SBJ_3	pron.pint			7	what	_	
's					8	's	_	
really					9	really	_	
amazing					10	amazing	_	
about					11	about	_	
Deep					12	Deep	_	
Mind	other_3	indef-np.bare			13	Mind	set_213	
is					14	is	_	
that					15	that	_	
it	SBJ_3	pron.pper	OLD		16	it	set_213	
can					17	can	_	
actually					18	actually	_	
_					19	_	_	
they	SBJ_4	pron.pper	OLD		20	they	set_213	
're					21	're	_	
learning					22	learning	_	
things	OBJ_4	indef-np.bare			23	things	_	
in					24	in	_	
this					25	this	_	
unsupervised					26	unsupervised	_	
way	other_5	def-np.dem	OLD		27	way	_	
.				28	.	_
		
# text = They started with video games, and really just, maybe I can show the video, just playing video games, and learning how to do that automatically.	
They	SBJ	pron.pper	OLD		1	They	set_213	
started					2	started	_	
with					3	with	_	
video					4	video	_	
games	other	indef-np.bare			5	games	_	
,					6	,	_	
and					7	and	_	
really					8	really	_	
just					9	just	_	
,					10	,	_	
maybe					11	maybe	_	
I	SBJ_2	pron.pper	OLD		12	I	_	
can					13	can	_	
show					14	show	_	
the					15	the	_	
video	OBJ_2	def-np.the	OLD		16	video	_	
,					17	,	_	
just					18	just	_	
playing					19	playing	set_145	
video					20	video	_	
games	OBJ_3	indef-np.bare			21	games	_	
,					22	,	_	
and					23	and	_	
learning					24	learning	_	
how					25	how	_	
to					26	to	_	
do					27	do	_	
that	OBJ_3	pron.pds	OLD		28	that	set_145	
automatically					29	automatically	_	
.				30	.	_
		
# text = CR: Take a look at the video games and how machines are coming to be able to do some remarkable things.	
CR					1	CR	_	
:					2	:	_	
Take					3	Take	_	
a					4	a	_	
look	OBJ_2	indef-np.a			5	look	_	
at					6	at	_	
the					7	the	_	
video					8	video	_	
games	other_2	def-np.the	OLD		9	games	set_147	
and					10	and	_	
how					11	how	_	
machines	SBJ_4	indef-np.bare			12	machines	_	
are					13	are	_	
coming					14	coming	_	
to					15	to	_	
be					16	be	_	
able					17	able	_	
to					18	to	_	
do					19	do	_	
some					20	some	_	
remarkable					21	remarkable	_	
things	OBJ_6	indef-np.quant			22	things	_	
.				23	.	_
		
# text = LP: The amazing thing about this is this is, I mean, obviously, these are old games, but the system just sees what you see, the pixels, and it has the controls and it has the score, and it's learned to play all of these games, same program.	
LP					1	LP	_	
:					2	:	_	
The					3	The	_	
amazing					4	amazing	_	
thing	SBJ_2	def-np.the	OLD		5	thing	_	
about					6	about	_	
this	other_3	pron.pds	OLD		7	this	set_22	
is					8	is	_	
this	SBJ_2	pron.pds	OLD		9	this	set_22	
is					10	is	_	
,					11	,	_	
I	SBJ_2	pron.pper	OLD		12	I	_	
mean					13	mean	_	
,					14	,	_	
obviously					15	obviously	_	
,					16	,	_	
these	SBJ_2	pron.pds	OLD		17	these	set_147	
are					18	are	_	
old					19	old	_	
games	other	indef-np.bare			20	games	_	
,					21	,	_	
but					22	but	_	
the					23	the	_	
system	SBJ_3	def-np.the	OLD		24	system	set_28	
just					25	just	_	
sees					26	sees	set_148	
what	OBJ_3	pron.pint			27	what	_	
you	SBJ_5	pron.pper	OLD		28	you	_	
see					29	see	_	
,					30	,	_	
the					31	the	_	
pixels	other_3	def-np.the	OLD		32	pixels	_	
,					33	,	_	
and					34	and	_	
it	SBJ_4	pron.pper	OLD		35	it	set_28	
has					36	has	_	
the					37	the	_	
controls	OBJ_4	def-np.the	OLD		38	controls	_	
and					39	and	_	
it	SBJ_4	pron.pper	OLD		40	it	set_28	
has					41	has	_	
the					42	the	_	
score	OBJ_4	def-np.the	OLD		43	score	_	
,					44	,	_	
and					45	and	_	
it	SBJ_4	pron.pper	OLD		46	it	set_28	
's					47	's	_	
learned					48	learned	_	
to					49	to	_	
play					50	play	_	
all	OBJ_5	def-np.poss	OLD		51	all	_	
of					52	of	_	
these					53	these	_	
games	other_6	def-np.dem	OLD		54	games	set_147	
,					55	,	_	
same					56	same	_	
program	other_5	indef-np.bare			57	program	_	
.				58	.	_
		
# text = It's learned to play all of these games with superhuman performance.	
It	SBJ	pron.pper	OLD		1	It	set_28	
's					2	's	_	
learned					3	learned	_	
to					4	to	_	
play					5	play	_	
all	OBJ_2	def-np.poss	OLD		6	all	_	
of					7	of	_	
these					8	these	_	
games	other_3	def-np.dem	OLD		9	games	set_147	
with					10	with	_	
superhuman					11	superhuman	_	
performance	other_2	indef-np.bare			12	performance	_	
.				13	.	_
		
# text = We've not been able to do things like this with computers before.	
We	SBJ	pron.pper	OLD					
've								
not								
been								
able					18	able	_	
to								
do								
things	OBJ_2	indef-np.bare						
like								
this	other_3	pron.pds	OLD					
with								
computers	other_2	indef-np.bare						
before								
.							
	
# text = And maybe I'll just narrate this one quickly.				
And					1	And	_	
maybe					2	maybe	_	
I	SBJ	pron.pper	OLD		3	I	_	
'll					4	'll	_	
just					5	just	_	
narrate					6	narrate	_	
this					7	this	_	
one	OBJ	def-np.dem	OLD		8	one	_	
quickly					9	quickly	_	
.				10	.	_
		
# text = This is boxing, and it figures out it can sort of pin the opponent down.	
This	SBJ	pron.pds	OLD		1	This	_	
is					2	is	_	
boxing					3	boxing	_	
,					4	,	_	
and					5	and	_	
it	SBJ_2	pron.pper	OLD		6	it	set_28	
figures					7	figures	_	
out					8	out	_	
it	SBJ_3	pron.pper	OLD		9	it	set_28	
can					10	can	_	
sort					11	sort	_	
of					12	of	_	
pin					13	pin	_	
the					14	the	_	
opponent					15	opponent	_	
down	OBJ_3	def-np.the	OLD		16	down	_	
.				17	.	_
		
# text = The computer's on the left, and it's just racking up points.	
The					1	The	_	
computer	other	def-np.the	OLD		2	computer	set_29	
's					3	's	_	
on					4	on	_	
the					5	the	_	
left	other	def-np.the	OLD		6	left	_	
,					7	,	_	
and					8	and	_	
it	SBJ_2	pron.pper	OLD		9	it	set_29	
's					10	's	_	
just					11	just	_	
racking					12	racking	_	
up					13	up	_	
points	OBJ_2	indef-np.bare			14	points	_	
.				15	.	_
		
# text = So imagine if this kind of intelligence were thrown at your schedule, or your information needs, or things like that.	
So								
imagine					17	imagine	_	
if								
this								
kind	SBJ_2	def-np.dem	OLD					
of								
intelligence	other_3	indef-np.bare						
were								
thrown								
at								
your	other_3	pron.ppos	OLD					
schedule	other_2	def-np.poss	OLD					
,					13	,	_	
or					14	or	_	
your	other_4	pron.ppos	OLD					
information	SBJ_3	def-np.poss	OLD		16	information	_	
needs								
,								
or								
things	other_2	indef-np.bare						
like								
that	other_3	pron.pds	OLD					
.							
	
# text = We're really just at the beginning of that, and that's what I'm really excited about.				
We	SBJ	pron.pper	OLD		1	We	_	
're					2	're	_	
really					3	really	_	
just					4	just	_	
at					5	at	_	
the					6	the	_	
beginning	other	def-np.poss	OLD		7	beginning	_	
of					8	of	_	
that	other	pron.pds	OLD		9	that	set_149	
,					10	,	_	
and					11	and	_	
that	SBJ_2	pron.pds	OLD		12	that	set_149	
's					13	's	_	
what	other	pron.pint			14	what	_	
I	SBJ_3	pron.pper	OLD		15	I	_	
'm					16	'm	_	
really					17	really	_	
excited					18	excited	_	
about					19	about	_	
.				20	.	_
		
# text = CR: When you look at all that's taken place with Deep Mind and the boxing, also a part of where we're going is artificial intelligence.	
CR	other	indef-np.bare			1	CR	_	
:					2	:	_	
When					3	When	_	
you	SBJ_3	pron.pper	OLD		4	you	_	
look					5	look	_	
at					6	at	_	
all					7	all	_	
that	other_4	pron.pds	OLD		8	that	_	
's					9	's	_	
taken					10	taken	_	
place	other_3	def-np.dem	OLD		11	place	set_151	
with					12	with	_	
Deep					13	Deep	_	
Mind	other_4	indef-np.bare			14	Mind	_	
and					15	and	_	
the					16	the	_	
boxing	other_5	def-np.the	OLD		17	boxing	_	
,					18	,	_	
also					19	also	_	
a					20	a	_	
part	SBJ_4	indef-np.a			21	part	_	
of					22	of	_	
where	other_5	pron.pint			23	where	_	
we	SBJ_7	pron.pper	OLD		24	we	_	
're					25	're	_	
going					26	going	_	
is					27	is	_	
artificial					28	artificial	_	
intelligence	other	indef-np.bare			29	intelligence	_	
.				30	.	_
		
# text = Where are we, when you look at that?	
Where	other	pron.pint			1	Where	_	
are					2	are	_	
we	SBJ_2	pron.pper	OLD		3	we	_	
,					4	,	_	
when					5	when	_	
you	SBJ	pron.pper	OLD		6	you	_	
look					7	look	_	
at					8	at	_	
that	other	pron.pds	OLD		9	that	set_151	
?				10	_	_
		
# text = LP: Well, I think for me, this is kind of one of the most exciting things I've seen in a long time.	
LP					1	LP	_	
:					2	:	_	
Well					3	Well	_	
,					4	,	_	
I	SBJ_3	pron.pper	OLD		5	I	_	
think					6	think	_	
for					7	for	_	
me	other_3	pron.pper	OLD		8	me	_	
,					9	,	_	
this	SBJ_2	pron.pds	OLD		10	this	set_151	
is					11	is	_	
kind					12	kind	_	
of					13	of	_	
one					14	one	_	
of					15	of	_	
the					16	the	_	
most					17	most	_	
exciting					18	exciting	_	
things	other_2	def-np.the	OLD		19	things	_	
I	SBJ_4	pron.pper	OLD		20	I	_	
've					21	've	_	
seen					22	seen	_	
in					23	in	_	
a					24	a	_	
long					25	long	_	
time	other_4	indef-np.a			26	time	_	
.				27	.	_
		
# text = The guy who started this company, Demis, has a neuroscience and a computer science background.	
