# text = "Even in purely nonreligious terms, homosexuality represents a misuse of the sexual faculty.	1	''	_	
&quot;								
Even					2	Even	_	
States	other_2	ne	OLD		10	States	_	
came					11	came	_	
out					12	out	_	
in					13	in	_	
favor	other	indef-np.bare			14	favor	_	
of					15	of	_	
gay					16	gay	_	
marriage	other_2	indef-np.bare			17	marriage	_	
.				18	.	_
		
# text = (Applause)	
(					1	(	_	
Applause	other	ne	OLD					
)							
	
# text = And my question is: How did we get from there to here?				
And					1	And	_	
my	other_2	pron.ppos	OLD		2	my	_	
question	SBJ	def-np.poss	OLD		3	question	_	
is					4	is	_	
:					5	:	_	
How					6	How	_	
did					7	did	_	
we	SBJ_2	pron.pper	OLD		8	we	_	
get					9	get	_	
from					10	from	_	
there	other_2	pron.padv	OLD		11	there	_	
to					12	to	_	
here	other_2	pron.padv	OLD		13	here	_	
?				14	_	_
		
# text = How did an illness become an identity?	
How					1	How	_	
did					2	did	_	
an					3	an	_	
illness	OBJ	indef-np.a			4	illness	_	
become					5	become	_	
an					6	an	_	
identity	other_3	indef-np.a			7	identity	_	
?				8	_	_
		
# text = When I was perhaps six years old, I went to a shoe store with my mother and my brother.	
When					1	When	_	
I	SBJ_2	pron.pper	OLD		2	I	_	
was					3	was	_	
perhaps					4	perhaps	_	
six					5	six	_	
years	other_2	indef-np.quant			6	years	_	
old					7	old	_	
,					8	,	_	
I	SBJ	pron.pper	OLD		9	I	_	
went					10	went	_	
to					11	to	_	
a					12	a	_	
shoe					13	shoe	_	
store	other	indef-np.a			14	store	_	
with					15	with	_	
my	other_2	pron.ppos	OLD		16	my	_	
mother	other	def-np.poss	OLD		17	mother	_	
and					18	and	_	
my	other_3	pron.ppos	OLD		19	my	_	
brother	other_2	def-np.poss	OLD		20	brother	_	
.				21	.	_
		
# text = And at the end of buying our shoes, the salesman said to us that we could each have a balloon to take home.	
And					1	And	_	
at					2	at	_	
the					3	the	_	
end	other	def-np.the	OLD		4	end	_	
of					5	of	_	
buying					6	buying	_	
our	other_4	pron.ppos	OLD		7	our	_	
shoes	OBJ_3	def-np.poss	OLD		8	shoes	_	
,					9	,	_	
the					10	the	_	
salesman	SBJ	def-np.the	OLD		11	salesman	_	
said					12	said	_	
to					13	to	_	
us	other	pron.pper	OLD		14	us	_	
that					15	that	_	
we	SBJ_2	pron.pper	OLD		16	we	_	
could					17	could	_	
each					18	each	_	
have					19	have	_	
a					20	a	_	
balloon	OBJ_2	indef-np.a			21	balloon	_	
to					22	to	_	
take					23	take	_	
home					24	home	_	
.				25	.	_
		
# text = My brother wanted a red balloon, and I wanted a pink balloon.	
My	other_2	pron.ppos	OLD		1	My	_	
brother	SBJ	def-np.poss	OLD		2	brother	_	
wanted					3	wanted	_	
a					4	a	_	
red					5	red	_	
balloon	OBJ	indef-np.a			6	balloon	_	
,					7	,	_	
and					8	and	_	
I	SBJ_2	pron.pper	OLD		9	I	_	
wanted					10	wanted	_	
a					11	a	_	
pink					12	pink	_	
balloon	OBJ_2	indef-np.a			13	balloon	set_220	
.				14	.	_
		
# text = My mother said that she thought I'd really rather have a blue balloon.	
My	other_2	pron.ppos	OLD		1	My	_	
mother	SBJ	def-np.poss	OLD		2	mother	set_5	
said					3	said	_	
that					4	that	_	
she	SBJ_2	pron.pper	OLD		5	she	set_5	
thought					6	thought	_	
I	SBJ_3	pron.pper	OLD		7	I	_	
'd					8	'd	_	
really					9	really	_	
rather					10	rather	_	
have					11	have	_	
a					12	a	_	
blue					13	blue	_	
balloon	OBJ_3	indef-np.a			14	balloon	_	
.				15	.	_
		
# text = (Laughter)	
(					1	(	_	
Laughter	other	ne	OLD					
)							
	
# text = But I said that I definitely wanted the pink one.				
But					1	But	_	
I	SBJ	pron.pper	OLD		2	I	_	
said					3	said	_	
that					4	that	_	
I	SBJ_2	pron.pper	OLD		5	I	_	
definitely					6	definitely	_	
wanted					7	wanted	_	
the					8	the	_	
pink					9	pink	_	
one	OBJ_2	def-np.the	OLD		10	one	set_220	
.				11	.	_
		
# text = And she reminded me that my favorite color was blue.	
And					1	And	_	
she	SBJ	pron.pper	OLD		2	she	set_5	
reminded					3	reminded	_	
me	OBJ	pron.pper	OLD		4	me	_	
that					5	that	_	
my	other_3	pron.ppos	OLD		6	my	_	
favorite					7	favorite	_	
color	SBJ_2	def-np.poss	OLD		8	color	_	
was					9	was	_	
blue					10	blue	_	
.				11	.	_
		
# text = The fact that my favorite color now is blue, but I'm still gay -- is evidence of both my mother's influence and its limits.	
The								
fact	SBJ	def-np.the	OLD					
that								
my	other_4	pron.ppos	OLD					
favorite								
color	SBJ_3	def-np.poss	OLD					
now								
is								
blue								
,								
but								
I	SBJ_3	pron.pper	OLD					
'm								
still								
gay								
_								
is								
evidence	other	def-np.poss	OLD		18	evidence	_	
of								
both								
my	other_3	pron.ppos	OLD					
mother	other_2	def-np.poss	OLD					
's								
influence	other	def-np.poss	OLD					
and								
its	other_3	pron.ppos	OLD					
limits	other_2	def-np.poss	OLD					
.							
	
--				
# text = When I was little, my mother used to say, "The love you have for your children is like no other feeling in the world.				
When					1	When	_	
I	SBJ_2	pron.pper	OLD		2	I	_	
was					3	was	_	
little					4	little	_	
,					5	,	_	
my	other_2	pron.ppos	OLD		6	my	_	
mother	SBJ	def-np.poss	OLD		7	mother	set_9	
used					8	used	_	
to					9	to	_	
say					10	say	_	
,					11	,	_	
&quot;					12	''	_	
The					13	The	_	
love	SBJ_3	def-np.the	OLD		14	love	_	
you	SBJ_5	pron.pper	OLD		15	you	_	
have					16	have	_	
for					17	for	_	
your	other_6	pron.ppos	OLD		18	your	_	
children	other_5	def-np.poss	OLD		19	children	_	
is					20	is	_	
like					21	like	_	
no					22	no	_	
other					23	other	_	
feeling	other_2	indef-np.quant			24	feeling	set_173	
in					25	in	_	
the					26	the	_	
world	other_3	def-np.the	OLD		27	world	_	
.				28	.	_
		
--	
# text = And until you have children, you don't know what it's like.\"				
And					1	And	_	
until					2	until	_	
you	SBJ_2	pron.pper	OLD		3	you	_	
have					4	have	_	
children	OBJ_2	indef-np.bare			5	children	_	
,					6	,	_	
you	SBJ	pron.pper	OLD		7	you	_	
do					8	do	_	
n't					9	n't	_	
know					10	know	_	
what	OBJ_2	pron.pint			11	what	_	
it	SBJ_2	pron.pper	OLD		12	it	set_173	
's					13	's	_	
like					14	like	_	
.					15	.	_	
&quot;				16	''	_
		
# text = And when I was little, I took it as the greatest compliment in the world that she would say that about parenting my brother and me.	
And					1	And	_	
when					2	when	_	
I	SBJ_2	pron.pper	OLD		3	I	_	
was					4	was	_	
little					5	little	_	
,					6	,	_	
I	SBJ	pron.pper	OLD		7	I	_	
took					8	took	_	
it	OBJ	pron.pper	OLD		9	it	_	
as					10	as	_	
the					11	the	_	
greatest					12	greatest	_	
compliment	other	def-np.the	OLD		13	compliment	_	
in					14	in	_	
the					15	the	_	
world	other_2	def-np.the	OLD		16	world	_	
that					17	that	_	
she	SBJ_2	pron.pper	OLD		18	she	set_9	
would					19	would	_	
say					20	say	_	
that					21	that	set_222	
about					22	about	_	
parenting					23	parenting	_	
my	other_4	pron.ppos	OLD		24	my	_	
brother	OBJ_3	def-np.poss	OLD		25	brother	_	
and					26	and	_	
me	other_4	pron.pper	OLD		27	me	_	
.				28	.	_
		
--	
# text = And when I was an adolescent, I thought, "But I'm gay, and so I probably can't have a family."				
And					1	And	_	
when					2	when	_	
I	SBJ_2	pron.pper	OLD		3	I	_	
was					4	was	_	
an					5	an	_	
adolescent	other	indef-np.a			6	adolescent	_	
,					7	,	_	
I	SBJ	pron.pper	OLD		8	I	_	
thought					9	thought	_	
,								
&quot;								
But								
I	SBJ_2	pron.pper	OLD					
'm					10	''	_	
gay					13	gay	set_223	
,								
and								
so								
I	SBJ_3	pron.pper	OLD					
probably								
ca								
n't								
have								
a								
family	OBJ_3	indef-np.a						
.					24	.	_	
&quot;							
	
# text = And when she said it, it made me anxious.				
And					1	And	_	
when					2	when	_	
she	SBJ_2	pron.pper	OLD		3	she	set_9	
said					4	said	_	
it	OBJ_2	pron.pper	OLD		5	it	set_223	
,					6	,	_	
it	SBJ	pron.pper	OLD		7	it	set_223	
made					8	made	_	
me	OBJ	pron.pper	OLD		9	me	_	
anxious					10	anxious	_	
.				11	.	_
		
# text = And after I came out of the closet, when she continued to say it, it made me furious.	
And					1	And	_	
after					2	after	_	
I	SBJ_2	pron.pper	OLD		3	I	_	
came					4	came	_	
out					5	out	_	
of					6	of	_	
the					7	the	_	
closet	other_2	def-np.the	OLD		8	closet	_	
,					9	,	_	
when					10	when	_	
she	SBJ_2	pron.pper	OLD		11	she	set_9	
continued					12	continued	_	
to					13	to	_	
say					14	say	_	
it	OBJ_3	pron.pper	OLD		15	it	set_223	
,					16	,	_	
it	SBJ	pron.pper	OLD		17	it	set_223	
made					18	made	_	
me	OBJ	pron.pper	OLD		19	me	_	
furious					20	furious	_	
.				21	.	_
		
--	
# text = I said, "I'm gay.				
I	SBJ	pron.pper	OLD		1	I	_	
said					2	said	_	
,					3	,	_	
&quot;					4	''	_	
I	SBJ_2	pron.pper	OLD		5	I	_	
'm					6	'm	_	
gay					7	gay	set_224	
.				8	.	_
		
# text = That's not the direction that I'm headed in.	
That	SBJ	pron.pds	OLD					
's								
not								
the								
direction	other	def-np.the	OLD		13	direction	_	
that	OBJ_2							
I	SBJ_2	pron.pper	OLD					
'm								
headed								
in								
.							
	
--				
# text = And I want you to stop saying that.\"				
And					1	And	_	
I	SBJ	pron.pper	OLD		2	I	_	
want					3	want	_	
you	OBJ	pron.pper	OLD		4	you	_	
to					5	to	_	
stop					6	stop	_	
saying					7	saying	_	
that	OBJ_3	pron.pds	OLD		8	that	set_223	
.					9	.	_	
&quot;				10	''	_
		
--	
# text = About 20 years ago, I was asked by my editors at the \"New York Times Magazine\" to write a piece about Deaf culture.				
About					1	About	_	
20					2	20	_	
years	other_2	indef-np.quant			3	years	_	
ago					4	ago	_	
,					5	,	_	
I	SBJ	pron.pper	OLD		6	I	_	
was					7	was	_	
asked					8	asked	_	
by					9	by	_	
my	other_2	pron.ppos	OLD		10	my	_	
editors	other	def-np.poss	OLD		11	editors	_	
at								
the								
&quot;								
New								
York					15	York	_	
Times								
Magazine	other	ne	OLD		17	Magazine	_	
&quot;								
to								
write					19	write	_	
*.*					25	.	_
**						
*And*					1	And	_	
*I*					2	I	_	
*was*					3	was	_	
*rather*					4	rather	_	
*taken*					5	taken	_	
*aback*					6	aback	_	
*.*					7	.	_
**						
*I*					1	I	_	
*had*					2	had	_	
*thought*					3	thought	_	
*of*					4	of	_	
*deafness*					5	deafness	_	
*entirely*					6	entirely	_	
a					7	as	_	
*an*					8	an	_	
*illness*					9	illness	_	
*:*					10	:	_
**						
*they*					1	they	_	
*lacked*					11	lacked	_	
*hearing*					12	hearing	_	
*,*					13	,	_	
*and*					14	and	set_12	
*could*					15	could	_	
*could*					16	could	_	
*hear*					17	hear	_	
*,*					18	,	_	
*_*					12	_	_
**						
*And*					1	And	_	
piece	OBJ_2	indef-np.a			2	then	_	
*I*					3	I	_	
*went*					4	went	_	
about					5	out	_	
*into*					6	into	_	
*the*					7	the	_	
Deaf					8	Deaf	_	
culture	other_3	indef-np.bare			9	world	_	
.				10	.	_
		
# text = And I was rather taken aback.				
And								
I	SBJ	pron.pper	OLD					
was								
rather								
taken								
aback								
.							
	
# text = I had thought of deafness entirely as an illness:				
I	SBJ	pron.pper	OLD		1	I	_	
had								
thought								
of								
deafness	other	indef-np.bare						
entirely								
as								
an								
illness	other_2	indef-np.a						
:							

# text = those poor people, they couldn't hear, they lacked hearing, and what could we do for them?				
those								
poor								
people	SBJ	def-np.dem	OLD					
,								
they	SBJ	pron.pper	OLD					
could								
n't								
hear								
,								
they	SBJ_2	pron.pper	OLD					
lacked								
hearing	OBJ_2	indef-np.bare						
,								
and								
what	OBJ_3	pron.pint						
could								
we	SBJ_3	pron.pper	OLD					
do								
for								
them	other_3	pron.pper	OLD					
?							

# text = And then I went out into the Deaf world.				
And								
then								
I	SBJ	pron.pper	OLD					
went					2	went	_	
out								
into								
the								
Deaf								
world	other	def-np.the	OLD					
.							

# text = I went to Deaf clubs.				
I	SBJ	pron.pper	OLD					
went								
to					3	to	_	
Deaf					4	Deaf	_	
clubs	other	indef-np.bare			5	clubs	_	
.				6	.	_
		
# text = I saw performances of Deaf theater and of Deaf poetry.	
I	SBJ	pron.pper	OLD		1	I	_	
saw					2	saw	_	
performances	OBJ	indef-np.bare			3	performances	_	
of					4	of	_	
Deaf					5	Deaf	_	
theater	other_2	indef-np.bare			6	theater	_	
and					7	and	_	
of					8	of	_	
Deaf					9	Deaf	_	
poetry	other_2	indef-np.bare			10	poetry	_	
.				11	.	_
		
# text = I even went to the Miss Deaf America contest in Nashville, Tennessee, where people complained about that slurry Southern signing.	
I	SBJ	pron.pper	OLD		1	I	_	
even					2	even	_	
went					3	went	_	
to					4	to	_	
the					5	the	_	
Miss					6	Miss	_	
Deaf					7	Deaf	_	
America					8	America	_	
contest	other	def-np.the	OLD		9	contest	_	
in					10	in	_	
Nashville	other_2	ne	OLD		11	Nashville	_	
,					12	,	_	
Tennessee	other_3	ne	OLD		13	Tennessee	_	
,					14	,	_	
where					14	where	_	
people	SBJ_3	indef-np.bare			15	people	_	
complained					16	complained	_	
about					17	about	_	
that					18	that	_	
slurry					19	slurry	_	
Southern					20	Southern	_	
signing	other_3	def-np.dem	OLD		21	signing	_	
.				22	.	_
		
--	
# text = And as I plunged deeper and deeper into the Deaf world, I became convinced that Deafness was a culture and that the people in the Deaf world who said, "We don't lack hearing; we have membership in a culture," were saying something that was viable.				
And					1	And	_	
as					2	as	_	
I	SBJ_2	pron.pper	OLD		3	I	_	
plunged					4	plunged	_	
deeper	OBJ_2				5	deeper	_	
and					6	and	_	
deeper					7	deeper	_	
into					8	into	_	
the					9	the	_	
Deaf					10	Deaf	_	
world	other_2	def-np.the	OLD		11	world	_	
,					12	,	_	
I	SBJ	pron.pper	OLD		13	I	_	
became					14	became	_	
convinced					15	convinced	_	
that					16	that	_	
Deafness	SBJ_3	ne	OLD		17	Deafness	_	
was					18	was	_	
a					19	a	_	
culture	other_2	indef-np.a			20	culture	_	
and					21	and	_	
that					22	that	_	
the					23	the	_	
people	SBJ_4	def-np.the	OLD		24	people	_	
in					25	in	_	
the					26	the	_	
Deaf					27	Deaf	_	
world	other_5	def-np.the	OLD		28	world	_	
who	SBJ_6				29	who	_	
said					30	said	_	
,					31	,	_	
&quot;					32	''	_	
We	SBJ_7	pron.pper	OLD		33	We	_	
do					34	do	_	
n't					35	n't	_	
lack					36	lack	_	
hearing	OBJ_7	indef-np.bare			37	hearing	_	
;					38	;	_	
we	SBJ_8	pron.pper	OLD		39	we	_	
have					40	have	_	
membership	OBJ_8	indef-np.bare			41	membership	_	
in					42	in	_	
a					43	a	_	
culture	other_8	indef-np.a			44	culture	set_18	
,					45	,	_	
&quot;					46	''	_	
were					47	were	_	
saying					48	saying	_	
something	OBJ_4	pron	OLD		49	something	_	
that	SBJ_6				50	that	_	
was					51	was	_	
viable					52	viable	_	
.				53	.	_
		
# text = It wasn't my culture, and I didn't particularly want to rush off and join it, but I appreciated that it was a culture and that for the people who were members of it, it felt as valuable as Latino culture or gay culture or Jewish culture.	
It	SBJ	pron.pper	OLD		1	It	set_18	
was					2	was	_	
n't					3	n't	_	
my	other	pron.ppos	OLD		4	my	_	
culture	other	def-np.poss	OLD		5	culture	_	
,					6	,	_	
and					7	and	_	
I	SBJ_2	pron.pper	OLD		8	I	_	
did					9	did	_	
n't					10	n't	_	
particularly					11	particularly	_	
want					12	want	_	
to					13	to	_	
rush					14	rush	_	
off					15	off	_	
and					16	and	_	
join					17	join	_	
it	OBJ_4	pron.pper	OLD		18	it	set_18	
,					19	,	_	
but					20	but	_	
I	SBJ_2	pron.pper	OLD		21	I	_	
appreciated					22	appreciated	_	
that					23	that	_	
it	SBJ_3	pron.pper	OLD		24	it	set_18	
was					25	was	_	
a					26	a	_	
culture	other_2	indef-np.a			27	culture	_	
and					28	and	_	
that	other_3	pron.pds	OLD		29	that	_	
for					30	for	_	
the					31	the	_	
people	other_4	def-np.the	OLD		32	people	set_217	
who	SBJ_6				33	who	set_217	
were					34	were	_	
members	other_5	def-np.poss	OLD		35	members	_	
of					36	of	_	
it	other_6	pron.pper	OLD		37	it	set_18	
,					38	,	_	
it	SBJ_2	pron.pper	OLD		39	it	set_18	
felt					40	felt	_	
as					41	as	_	
valuable					42	valuable	_	
as					43	as	_	
Latino					44	Latino	_	
culture	other_3	indef-np.bare			45	culture	_	
or					46	or	_	
gay					47	gay	_	
culture	other_4	indef-np.bare			48	culture	_	
or					49	or	_	
Jewish					50	Jewish	_	
culture	other_4	indef-np.bare			51	culture	_	
.				52	.	_
		
# text = It felt as valid, perhaps, even as American culture.	
It	SBJ	pron.pper	OLD		1	It	set_18	
felt					2	felt	_	
as								
valid								
,								
perhaps								
,								
even								
as								
American								
culture	other	indef-np.bare			11	culture	_	
.				10	.	_
		
# text = Then a friend of a friend of mine had a daughter who was a dwarf.	
Then					1	Then	_	
a					2	a	_	
friend	SBJ	indef-np.a			3	friend	set_225	
of					4	of	_	
a					5	a	_	
friend	other_2	def-np.poss	OLD		6	friend	_	
of					7	of	_	
mine	other_3	pron	OLD		8	mine	_	
had					9	had	_	
a					10	a	_	
daughter	OBJ	indef-np.a			11	daughter	set_218	
who	SBJ_3				12	who	set_218	
was					13	was	_	
a					14	a	_	
dwarf	other_2	indef-np.a			15	dwarf	_	
.				16	.	_
		
# text = And when her daughter was born, she suddenly found herself confronting questions that now began to seem quite resonant to me.	
And					1	And	_	
when					2	when	_	
her	other_3	pron.ppos	OLD		3	her	set_225	
daughter	SBJ_2	def-np.poss	OLD		4	daughter	_	
was					5	was	_	
born					6	born	_	
,					7	,	_	
she	SBJ	pron.pper	OLD		8	she	set_225	
suddenly					9	suddenly	_	
found					10	found	_	
herself	OBJ				11	herself	set_225	
confronting					12	confronting	_	
questions	OBJ_2	indef-np.bare			13	questions	set_226	
that	SBJ_4				14	that	set_226	
now					15	now	_	
began					16	began	_	
to					17	to	_	
seem					18	seem	_	
quite					19	quite	_	
resonant					20	resonant	_	
to					21	to	_	
me	other_6	pron.pper	OLD		22	me	_	
.				23	.	_
		
# text = She was facing the question of what to do with this child.	
She	SBJ	pron.pper	OLD		1	She	set_225	
was					2	was	_	
facing					3	facing	_	
the					4	the	_	
question	OBJ	def-np.the	OLD		5	question	_	
of					6	of	_	
what	SBJ_3	pron.pint			7	what	_	
to					8	to	_	
do					9	do	_	
with					10	with	_	
this					11	this	_	
child	other_3	def-np.dem	OLD		12	child	set_218	
.				13	.	_
		
--	
# text = Should she say, "You're just like everyone else but a little bit shorter?"				
Should					1	Should	_	
she	SBJ	pron.pper	OLD		2	she	set_225	
say					3	say	_	
,					4	,	_	
&quot;					5	''	_	
You	SBJ_2	pron.pper	OLD		6	You	_	
're					7	're	_	
just					8	just	_	
like					9	like	_	
everyone	other	pron.pind			10	everyone	_	
else					11	else	_	
but					12	but	_	
a					13	a	_	
little					14	little	_	
bit					15	bit	_	
shorter	other_2	indef-np.a			16	shorter	_	
?					17	_	_	
&quot;				18	''	_
		
# text = Or should she try to construct some kind of dwarf identity, get involved in the Little People of America, become aware of what was happening for dwarfs?	
Or					1	Or	_	
should					2	should	_	
she	SBJ	pron.pper	OLD		3	she	set_225	
try					4	try	_	
to					5	to	_	
construct					6	construct	_	
some					7	some	_	
kind	OBJ_2	indef-np.quant			8	kind	_	
of					9	of	_	
dwarf					10	dwarf	_	
identity	other_3	indef-np.bare			11	identity	_	
,					12	,	_	
get					13	get	_	
involved					14	involved	_	
in					15	in	_	
the					16	the	_	
Little					17	Little	_	
People	other_3	ne	OLD		18	People	_	
of					19	of	_	
America	other_4	ne	OLD		20	America	_	
,					21	,	_	
become					22	become	_	
aware					23	aware	_	
of					24	of	_	
what	SBJ_4	pron.pint			25	what	_	
was					26	was	_	
happening					27	happening	_	
for					28	for	_	
dwarfs	other_4	indef-np.bare			29	dwarfs	_	
?				30	_	_
		
--	
# text = And I suddenly thought, \"Most deaf children are born to hearing parents.				
And					1	And	_	
I	SBJ	pron.pper	OLD		2	I	_	
suddenly					3	suddenly	_	
thought					4	thought	_	
,					5	,	_	
&quot;					6	''	_	
Most								
deaf								
children	SBJ_2	indef-np.bare						
are								
born					10	born	_	
to								
hearing								
parents	OBJ_3	indef-np.bare						
.				14	.	_
		
# text = Those hearing parents tend to try to cure them.	
Those					1	Those	_	
hearing					2	hearing	_	
parents	SBJ	indef-np.bare			3	parents	set_227	
tend					4	tend	_	
to					5	to	_	
try					6	try	_	
to					7	to	_	
cure					8	cure	_	
them	OBJ_3	pron.pper	OLD		9	them	set_228	
.				10	.	_
		
# text = Those deaf people discover community somehow in adolescence.	
Those					1	Those	_	
deaf					2	deaf	_	
people	SBJ	def-np.dem	OLD		3	people	set_228	
discover					4	discover	_	
community	OBJ	indef-np.bare			5	community	_	
somehow					6	somehow	_	
in					7	in	_	
adolescence	other_2	indef-np.bare			8	adolescence	_	
.				9	.	_
		
# text = Most gay people are born to straight parents.	
Most					1	Most	_	
gay					2	gay	_	
people	SBJ	indef-np.bare			3	people	set_230	
are					4	are	_	
born					5	born	_	
to					6	to	_	
straight					7	straight	_	
parents	other	indef-np.bare			8	parents	set_229	
.				9	.	_
		
# text = Those straight parents often want them to function in what they think of as the mainstream world, and those gay people have to discover identity later on.	
Those					1	Those	_	
straight					2	straight	_	
parents	SBJ	def-np.dem	OLD		3	parents	set_229	
often					4	often	_	
want					5	want	_	
them	OBJ	pron.pper	OLD		6	them	set_230	
to					7	to	_	
function	other	indef-np.bare			8	function	_	
in					9	in	_	
what	other_2	pron.pint			10	what	_	
they	SBJ_4	pron.pper	OLD		11	they	set_229	
think					12	think	_	
of					13	of	_	
as					14	as	_	
the					15	the	_	
mainstream					16	mainstream	_	
world	other_4	def-np.the	OLD		17	world	_	
,					18	,	_	
and					19	and	_	
those					20	those	_	
gay					21	gay	_	
people	SBJ_2	def-np.dem	OLD		22	people	set_230	
have					23	have	_	
to					24	to	_	
discover					25	discover	_	
identity	OBJ_3	indef-np.bare			26	identity	_	
later					27	later	_	
on					28	on	_	
.				29	.	_
		
# text = And here was this friend of mine, looking at these questions of identity with her dwarf daughter.	
And					1	And	_	
here					2	here	_	
was					3	was	_	
this					4	this	_	
friend	other	def-np.dem	OLD		5	friend	set_30	
of					6	of	_	
mine	other	pron	OLD		7	mine	_	
,					8	,	_	
looking					8	looking	_	
at					10	at	_	
these					10	these	_	
questions	other_2	def-np.dem	OLD		11	questions	_	
of					12	of	_	
identity	other_3	indef-np.bare			13	identity	_	
with					14	with	_	
her	other_5	pron.ppos	OLD		15	her	set_30	
dwarf					16	dwarf	_	
daughter	other_4	def-np.poss	OLD		17	daughter	_	
.				18	.	_
		
--	
# text = And I thought, \"There it is again: a family that perceives itself to be normal with a child who seems to be extraordinary.\"				
And					1	And	_	
I	SBJ	pron.pper	OLD		2	I	_	
thought					3	thought	_	
,					4	,	_	
&quot;								
There								
it	SBJ_2	pron.pper	OLD					
is								
again								
:					10	:	_	
a								
family	OBJ	indef-np.a			11	family	set_231	
that	SBJ_3							
perceives								
itself	OBJ_3							
to					15	to	_	
be					16	be	_	
normal								
with					18	with	_	
a					19	a	_	
child	other_4	indef-np.a			20	child	set_232	
who	SBJ_6				21	who	set_232	
seems					22	seems	_	
to					23	to	_	
be					24	be	_	
extraordinary					25	extraordinary	_	
.					26	.	_	
*''*					28	''	_	
*There*					5	There	_	
&quot;				6	it	_	
*is*					7	is	_	
*again*					8	again	_	
	
# text = And I hatched the idea that there are really two kinds of identity.				
And					1	And	_	
I	SBJ	pron.pper	OLD		2	I	_	
hatched					3	hatched	_	
the					4	the	_	
idea	OBJ	def-np.the	OLD		5	idea	_	
that					6	that	_	
there					7	there	_	
are					8	are	_	
really					9	really	_	
two					10	two	_	
kinds	SBJ_2	indef-np.quant			11	kinds	set_237	
of					12	of	_	
identity	other_3	indef-np.bare			13	identity	_	
.				14	.	_
		
# text = There are vertical identities, which are passed down generationally from parent to child.	
There					1	There	_	
are					2	are	_	
vertical					3	vertical	_	
identities	SBJ	indef-np.bare			4	identities	set_233	
,					5	,	_	
which	SBJ_3				6	which	set_233	
are					7	are	_	
passed					8	passed	_	
down					9	down	_	
generationally					10	generationally	_	
from					11	from	_	
parent	other_3	indef-np.bare			12	parent	_	
to					13	to	_	
child	other_3	indef-np.bare			14	child	_	
.				15	.	_
		
# text = Those are things like ethnicity, frequently nationality, language, often religion.	
Those	SBJ	pron.pds	OLD		1	Those	set_233	
are					2	are	_	
things	other	indef-np.bare			3	things	set_278	
like					4	like	_	
ethnicity	other	indef-np.bare			5	ethnicity	_	
,					6	,	_	
frequently					7	frequently	_	
nationality	other_2	indef-np.bare			8	nationality	_	
,					9	,	_	
language	other_2	indef-np.bare			10	language	_	
,					11	,	_	
often					12	often	_	
religion	other_2	indef-np.bare			13	religion	_	
.				14	.	_
		
# text = Those are things you have in common with your parents and with your children.	
Those	SBJ	pron.pds	OLD		1	Those	set_278	
are					2	are	_	
things	other	indef-np.bare			3	things	_	
you	SBJ_2	pron.pper	OLD		4	you	_	
have					5	have	_	
in					6	in	_	
common					7	common	_	
